project,module,commit,path_test,test_name,path_src,class_name
commons-exec,,0b1c1ff0cba7145d396ace37805f0b59b3d52a9c,/home/dorma10/lightweight-effectiveness/projects/commons-exec/src/test/java/org/apache/commons/exec/LogOutputStreamTest.java,org.apache.commons.exec.LogOutputStreamTest,/home/dorma10/lightweight-effectiveness/projects/commons-exec/src/main/java/org/apache/commons/exec/LogOutputStream.java,org.apache.commons.exec.LogOutputStream
commons-exec,,0b1c1ff0cba7145d396ace37805f0b59b3d52a9c,/home/dorma10/lightweight-effectiveness/projects/commons-exec/src/test/java/org/apache/commons/exec/DefaultExecutorTest.java,org.apache.commons.exec.DefaultExecutorTest,/home/dorma10/lightweight-effectiveness/projects/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java,org.apache.commons.exec.DefaultExecutor
commons-exec,,0b1c1ff0cba7145d396ace37805f0b59b3d52a9c,/home/dorma10/lightweight-effectiveness/projects/commons-exec/src/test/java/org/apache/commons/exec/CommandLineTest.java,org.apache.commons.exec.CommandLineTest,/home/dorma10/lightweight-effectiveness/projects/commons-exec/src/main/java/org/apache/commons/exec/CommandLine.java,org.apache.commons.exec.CommandLine
commons-exec,,0b1c1ff0cba7145d396ace37805f0b59b3d52a9c,/home/dorma10/lightweight-effectiveness/projects/commons-exec/src/test/java/org/apache/commons/exec/environment/EnvironmentUtilsTest.java,org.apache.commons.exec.environment.EnvironmentUtilsTest,/home/dorma10/lightweight-effectiveness/projects/commons-exec/src/main/java/org/apache/commons/exec/environment/EnvironmentUtils.java,org.apache.commons.exec.environment.EnvironmentUtils
