0.41148755,,,0.4,0.41148755
0.957324803,,,0.93,0.957324803
0.824779391,,,0.77,0.824779391
0.64102149,,,0.63,0.64102149
0.283568293,,,0.47,0.283568293
0.511919022,,,0.53,0.511919022
0.550686955,,,0.48,0.550686955
0.725507498,,,0.81,0.725507498
0.675636649,,,0.79,0.675636649
0.535644829,,,0.1,0.535644829
0.666021705,,,0.39,0.666021705
0.574358821,,,0.57,0.574358821
0.710097075,,,0.73,0.710097075
0.833247364,,,1,0.833247364
1.012198806,,,1,1
0.43622902,,,0.53,0.43622902
0.725243688,,,0.72,0.725243688
0.698281467,,,0.48,0.698281467
0.138173699,,,0.14,0.138173699
0.82403791,,,0.67,0.82403791
0.778188944,,,0.71,0.778188944
0.959019482,,,1,0.959019482
0.329209179,,,0.33,0.329209179
0.98321265,,,1,0.98321265
0.73970598,,,0.81,0.73970598
1.071486592,,,1,1
0.593686104,,,0.86,0.593686104
0.461996228,,,0.5,0.461996228
0.742464006,,,0.89,0.742464006
0.429511666,,,0.18,0.429511666
0.47010988,,,0.49,0.47010988
0.779608727,,,0.67,0.779608727
0.386654675,,,0.13,0.386654675
0.483362585,,,0.5,0.483362585
0.967930734,,,1,0.967930734
1.090890646,,,1,1
0.783530772,,,0.73,0.783530772
0.767997742,,,0.53,0.767997742
0.809783816,,,0.83,0.809783816
0.459612697,,,0.51,0.459612697
0.615520716,,,0.8,0.615520716
1.05032289,,,1,1
0.943788767,,,0.96,0.943788767
0.972914159,,,1,0.972914159
0.726019502,,,0.66,0.726019502
0.895733416,,,0.91,0.895733416
0.653447926,,,0.8,0.653447926
1.009987116,,,1,1
0.67989701,,,0.8,0.67989701
0.598126292,,,0.75,0.598126292
0.496901035,,,0.52,0.496901035
0.939741194,,,0.69,0.939741194
0.785683155,,,0.93,0.785683155
0.871763408,,,0.86,0.871763408
1.004975319,,,0.89,1
0.480580628,,,0.55,0.480580628
0.530574799,,,0.5,0.530574799
0.624399066,,,1,0.624399066
1.000243664,,,1,1
0.937236845,,,1,0.937236845
0.809625685,,,0.43,0.809625685
0.387343228,,,0.38,0.387343228
0.645246685,,,0.53,0.645246685
0.287027478,,,0.02,0.287027478
0.872728705,,,0.71,0.872728705
0.370546699,,,0.13,0.370546699
0.522382259,,,0.54,0.522382259
0.194841146,,,0.05,0.194841146
0.535442173,,,0.67,0.535442173
0.467987835,,,0.64,0.467987835
0.882272422,,,0.96,0.882272422
0.729998767,,,0.74,0.729998767
1.04513669,,,1,1
0.531257629,,,0.46,0.531257629
0.751603782,,,0.84,0.751603782
0.29748857,,,0.27,0.29748857
0.773954034,,,0.74,0.773954034
0.557429492,,,0.69,0.557429492
0.758113205,,,0.99,0.758113205
0.461418509,,,0.66,0.461418509
-0.02090466,,,0.09,0
0.872818053,,,0.83,0.872818053
0.584107518,,,0.8,0.584107518
0.638422906,,,0.79,0.638422906
0.793557823,,,0.8,0.793557823
1.026690006,,,1,1
0.776342094,,,0.86,0.776342094
0.807241261,,,0.93,0.807241261
0.176689953,,,0.15,0.176689953
0.984551549,,,1,0.984551549
0.899903595,,,0.88,0.899903595
0.482606262,,,0.49,0.482606262
0.540720522,,,0.86,0.540720522
0.84769839,,,0.52,0.84769839
0.758613586,,,0.7,0.758613586
1.004490376,,,1,1
0.88435173,,,0.85,0.88435173
0.156255484,,,0.23,0.156255484
0.545470059,,,0.29,0.545470059
1.070226192,,,1,1
0.079634078,,,0.1,0.079634078
0.837016106,,,0.87,0.837016106
0.678062677,,,0.87,0.678062677
0.820360124,,,0.84,0.820360124
0.555163801,,,0.57,0.555163801
0.554026067,,,0.75,0.554026067
0.923331201,,,0.64,0.923331201
0.01996474,,,0.03,0.01996474
0.378915071,,,0.75,0.378915071
0.909384251,,,0.88,0.909384251
0.664445639,,,0.71,0.664445639
0.811306,,,0.04,0.811306
0.827199578,,,0.79,0.827199578
1.065573692,,,0.88,1
0.869169891,,,0.65,0.869169891
0.471377134,,,0.6,0.471377134
0.964626729,,,0.86,0.964626729
0.647845268,,,0.85,0.647845268
0.594012618,,,0.45,0.594012618
0.319110721,,,0.48,0.319110721
0.840613365,,,0.47,0.840613365
0.14219676,,,0.04,0.14219676
0.836044014,,,0.47,0.836044014
0.910484374,,,0.86,0.910484374
0.737438202,,,0.79,0.737438202
1.016631603,,,1,1
0.524976134,,,0.5,0.524976134
0.762132108,,,0.89,0.762132108
0.226852477,,,0.03,0.226852477
0.814594209,,,0.69,0.814594209
0.925548255,,,1,0.925548255
0.814379871,,,0.82,0.814379871
0.517033577,,,0.51,0.517033577
-0.02238673,,,0.03,0
0.482441574,,,0.51,0.482441574
0.692181826,,,0.8,0.692181826
0.738605738,,,0.91,0.738605738
0.529043913,,,0.92,0.529043913
0.429619223,,,0.48,0.429619223
0.724567711,,,0.99,0.724567711
0.813300669,,,0.78,0.813300669
0.992767513,,,1,0.992767513
0.319112122,,,0.38,0.319112122
0.494250417,,,0.5,0.494250417
0.453897655,,,0.49,0.453897655
0.966430783,,,0.88,0.966430783
0.866921246,,,1,0.866921246
0.242337167,,,0.53,0.242337167
0.661148965,,,0.77,0.661148965
0.883620203,,,0.78,0.883620203
0.354658037,,,0.39,0.354658037
0.99467057,,,1,0.99467057
1.040815592,,,1,1
0.805880487,,,0.77,0.805880487
0.55871892,,,0.74,0.55871892
0.480439812,,,0.47,0.480439812
0.685714483,,,0.69,0.685714483
0.86606276,,,0.87,0.86606276
0.714024365,,,0.81,0.714024365
0.634731114,,,0.61,0.634731114
0.363429844,,,0.74,0.363429844
0.578029156,,,0.69,0.578029156
0.2123539,,,0.19,0.2123539
0.82651186,,,0.8,0.82651186
0.997110903,,,1,0.997110903
0.866603255,,,0.97,0.866603255
0.442109764,,,0.6,0.442109764
0.827245593,,,1,0.827245593
0.64901942,,,0.89,0.64901942
0.450510412,,,0.5,0.450510412
1.027029157,,,1,1
0.356531739,,,0.37,0.356531739
0.239892691,,,0.17,0.239892691
0.741513908,,,0.82,0.741513908
0.807041228,,,0.93,0.807041228
0.246987641,,,0.32,0.246987641
0.973887205,,,1,0.973887205
0.728970408,,,0.72,0.728970408
0.531467676,,,0.86,0.531467676
0.447429538,,,0.78,0.447429538
0.731137216,,,0.76,0.731137216
0.751697361,,,0.97,0.751697361
0.795545399,,,0,0.795545399
0.922477782,,,1,0.922477782
0.792041481,,,0.74,0.792041481
0.647187591,,,0.53,0.647187591
0.565850079,,,0.4,0.565850079
0.239371642,,,0.13,0.239371642
0.201782793,,,0.18,0.201782793
0.463226616,,,0.74,0.463226616
0.836144865,,,0.67,0.836144865
0.298273861,,,0.51,0.298273861
0.143591672,,,0.02,0.143591672
0.192887813,,,0.19,0.192887813
0.431253433,,,0.92,0.431253433
0.693305552,,,0.34,0.693305552
0.27205047,,,0.07,0.27205047
0.525610447,,,0.54,0.525610447
0.478369415,,,0.48,0.478369415
1.001544714,,,1,1
0.626125455,,,0.55,0.626125455
0.794603229,,,0.84,0.794603229
0.665320575,,,0.27,0.665320575
0.221403927,,,0.22,0.221403927
