0.918593466,,,,1,0.918593466
0.844144642,,,,0.62,0.844144642
0.530339181,,,,0.54,0.530339181
0.100251824,,,,0.14,0.100251824
0.723632991,,,,0.62,0.723632991
0.714654624,,,,0.72,0.714654624
0.555263638,,,,0.61,0.555263638
0.537430286,,,,0.54,0.537430286
0.504112303,,,,0.57,0.504112303
0.064808965,,,,0.01,0.064808965
0.911049306,,,,0.87,0.911049306
0.911296427,,,,0.91,0.911296427
0.490770936,,,,0.52,0.490770936
1.01339066,,,,1,1
0.845054686,,,,0.76,0.845054686
0.374572814,,,,0.45,0.374572814
0.583392918,,,,0.58,0.583392918
0.844699264,,,,0.88,0.844699264
0.827571452,,,,0.88,0.827571452
0.844084442,,,,0.93,0.844084442
0.96543771,,,,0.83,0.96543771
0.718120456,,,,0.79,0.718120456
0.859857798,,,,0.86,0.859857798
0.590790272,,,,0.29,0.590790272
0.796104968,,,,0.83,0.796104968
0.682595074,,,,0.71,0.682595074
0.537861943,,,,0.64,0.537861943
0.428809702,,,,0.45,0.428809702
0.828992665,,,,0.86,0.828992665
0.846641004,,,,0.92,0.846641004
0.539986491,,,,0.53,0.539986491
0.945216954,,,,0.88,0.945216954
0.127147824,,,,0.17,0.127147824
0.835631013,,,,0.81,0.835631013
0.425566465,,,,0.49,0.425566465
0.912554801,,,,0.79,0.912554801
0.703622282,,,,1,0.703622282
0.554659605,,,,0.55,0.554659605
0.662085891,,,,0.66,0.662085891
1.007878542,,,,1,1
0.751255393,,,,0.81,0.751255393
0.108121201,,,,0.04,0.108121201
0.486284912,,,,0.46,0.486284912
0.252368331,,,,0.33,0.252368331
0.124638245,,,,0,0.124638245
0.555338562,,,,0.55,0.555338562
0.554562032,,,,0.67,0.554562032
0.846404374,,,,0.93,0.846404374
0.640268743,,,,0.7,0.640268743
0.813705206,,,,0.76,0.813705206
0.444422722,,,,0.47,0.444422722
1.036325812,,,,0.94,1
1.039906025,,,,1,1
0.391320944,,,,0.37,0.391320944
0.371977866,,,,0.37,0.371977866
0.837966561,,,,0.9,0.837966561
0.79591465,,,,0.84,0.79591465
0.527338564,,,,0.47,0.527338564
0.953577578,,,,0.92,0.953577578
0.649199486,,,,0.62,0.649199486
0.847454965,,,,0.78,0.847454965
0.534779429,,,,0.64,0.534779429
0.237724438,,,,0.23,0.237724438
0.638350427,,,,0.61,0.638350427
0.976191342,,,,0.99,0.976191342
0.515384078,,,,0.45,0.515384078
0.493355989,,,,0.83,0.493355989
1.030609488,,,,0.87,1
0.932941616,,,,1,0.932941616
0.566930115,,,,0.55,0.566930115
0.773992598,,,,0.62,0.773992598
0.38261956,,,,0.48,0.38261956
0.676371992,,,,0.6,0.676371992
0.78466481,,,,0.36,0.78466481
0.309432447,,,,0.39,0.309432447
0.828819275,,,,1,0.828819275
0.678145528,,,,0.73,0.678145528
0.313189209,,,,0.37,0.313189209
0.021260634,,,,0.01,0.021260634
0.475832343,,,,0.73,0.475832343
0.130987406,,,,0.1,0.130987406
0.799000502,,,,0.81,0.799000502
0.563207805,,,,0.33,0.563207805
0.766719162,,,,0.17,0.766719162
0.226708293,,,,0.12,0.226708293
0.648937225,,,,0.6,0.648937225
0.645588577,,,,0.69,0.645588577
0.818693519,,,,0.75,0.818693519
0.559962749,,,,0.14,0.559962749
0.657756627,,,,0.61,0.657756627
0.464594305,,,,0.14,0.464594305
0.734724939,,,,0.77,0.734724939
0.884913087,,,,0.89,0.884913087
0.636219501,,,,0.82,0.636219501
0.27446124,,,,0.21,0.27446124
0.578857541,,,,0.62,0.578857541
0.83812803,,,,0.78,0.83812803
0.401166201,,,,0.44,0.401166201
1.027116299,,,,1,1
0.992090404,,,,1,0.992090404
0.75225389,,,,0.7,0.75225389
0.680637538,,,,0.63,0.680637538
1.006099105,,,,1,1
0.225837439,,,,0.18,0.225837439
0.503874004,,,,0.81,0.503874004
0.996845067,,,,0.94,0.996845067
0.802566469,,,,0.83,0.802566469
0.728354335,,,,0.85,0.728354335
0.957184136,,,,1,0.957184136
0.162397176,,,,0.14,0.162397176
0.673405409,,,,0.52,0.673405409
0.993391156,,,,0.98,0.993391156
0.588580132,,,,0.65,0.588580132
0.823081911,,,,0.63,0.823081911
0.768687963,,,,0.58,0.768687963
