project,module,commit,path_test,test_name,path_src,class_name,mutation,no_mutations,line_coverage,isAssertionRoulette,isEagerTest,isLazyTest,isMysteryGuest,isSensitiveEquality,isResourceOptimism,isForTestersOnly,isIndirectTesting,LOC_prod,HALSTEAD_prod,RFC_prod,CBO_prod,MPC_prod,IFC_prod,DAC_prod,DAC2_prod,LCOM1_prod,LCOM2_prod,LCOM3_prod,LCOM4_prod,CONNECTIVITY_prod,LCOM5_prod,COH_prod,TCC_prod,LCC_prod,ICH_prod,WMC_prod,NOA_prod,NOPA_prod,NOP_prod,McCABE_prod,BUSWEIMER_prod,LOC_test,HALSTEAD_test,RFC_test,CBO_test,MPC_test,IFC_test,DAC_test,DAC2_test,LCOM1_test,LCOM2_test,LCOM3_test,LCOM4_test,CONNECTIVITY_test,LCOM5_test,COH_test,TCC_test,LCC_test,ICH_test,WMC_test,NOA_test,NOPA_test,NOP_test,McCABE_test,BUSWEIMER_test,csm_CDSBP,csm_CC,csm_FD,csm_Blob,csm_SC,csm_MC,csm_LM,csm_FE,prod_readability,test_readability
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/PolymerPassSuppressBehaviorsTest.java,com.google.javascript.jscomp.PolymerPassSuppressBehaviorsTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/PolymerPassSuppressBehaviors.java,com.google.javascript.jscomp.PolymerPassSuppressBehaviors,0.684210526,114,0.762711864,0,0,0,0,0,0,0,0,135,781.9781356,50,5,43,7,1,1,11,1,10,13,0.466666667,2,0.714285714,0,0,1,7,1,0,1,21,0,210,1064.295271,26,6,17,17,1,1,36,36,0,0,-0.285714286,8,0.111111111,0,1,0,9,1,0,1,14,0,0,0,0,0,0,0,0,1,0.538213921,0.80671378
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/VariableReferenceCheckTest.java,com.google.javascript.jscomp.VariableReferenceCheckTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/VariableReferenceCheck.java,com.google.javascript.jscomp.VariableReferenceCheck,0.766839378,386,0.900763359,1,0,0,0,0,0,0,0,477,3223.32429,97,11,87,17,12,5,8,0,37,37,0.777777778,0,0.191666667,1,1,0.6,10,12,0,5,36,0,1462,6430.470629,415,12,246,1,3,2,13065,11934,1131,1295,0.080339321,76,0.102564103,7,34,1,169,3,0,3,265,0,0,0,0,0,0,1,0,1,0.506824903,0.813888223
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/Es6TypedToEs6ConverterTest.java,com.google.javascript.jscomp.Es6TypedToEs6ConverterTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/Es6TypedToEs6Converter.java,com.google.javascript.jscomp.Es6TypedToEs6Converter,0.874551971,1116,0.974459725,0,0,0,0,0,0,0,0,955,4891.796598,424,20,390,3,17,7,350,139,211,252,0.414772727,1,0.088235294,1,1,0.526785714,34,17,0,6,113,0,908,4355.906221,182,5,106,3,0,0,2850,2850,0,10,-0.023423423,0,0,0,22,0.333333333,76,0,0,0,91,0,0,0,0,1,1,1,0,1,0.41371311,0.865429338
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/SourceMapTest.java,com.google.javascript.jscomp.SourceMapTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/SourceMap.java,com.google.javascript.jscomp.SourceMap,0.569444444,72,0.685185185,1,0,0,0,0,0,0,0,265,403.4740094,16,14,11,11,2,1,10,10,0,3,-0.166666667,5,0,0,0,0,5,2,2,0,10,0.000786068,184,399.7981263,33,13,22,1,1,1,45,35,10,14,0.088888889,6,0.454545455,0,0,0.2,11,1,0,1,22,0,0,0,0,0,0,1,0,0,0.786306863,0.825172037
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/SubstituteEs6SyntaxTest.java,com.google.javascript.jscomp.SubstituteEs6SyntaxTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/SubstituteEs6Syntax.java,com.google.javascript.jscomp.SubstituteEs6Syntax,0.877192982,57,1,0,0,0,0,0,0,0,0,78,447.1635841,26,4,21,5,1,1,7,4,3,5,0.166666667,2,0.6,0,0,0.5,5,1,0,1,12,0,74,416.3279702,15,4,10,10,0,0,10,10,0,0,-0.666666667,0,0,0,1,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0.656079155,0.830954254
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/WarningsGuardTest.java,com.google.javascript.jscomp.WarningsGuardTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/WarningsGuard.java,com.google.javascript.jscomp.WarningsGuard,0.3,10,0.6,1,1,0,0,1,0,1,1,121,1319.848529,7,1,0,0,2,1,20,19,1,1,-0.333333333,6,0.142857143,0,0,0,7,2,1,0,14,0,511,2195.95318,217,18,179,2,5,3,661,619,42,135,0.147147147,8,0.089473684,2,24,0.728571429,38,5,0,5,55,0,0,0,0,0,0,0,0,0,0.969359083,0.558738007
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/GoogleCodingConventionTest.java,com.google.javascript.jscomp.GoogleCodingConventionTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/GoogleCodingConvention.java,com.google.javascript.jscomp.GoogleCodingConvention,0.764044944,178,0.9,1,1,0,0,0,0,0,0,201,1751.543206,43,6,31,10,6,3,66,66,0,2,-0.163636364,2,0.069444444,0,1,0.666666667,12,6,0,6,34,0,216,961.8463911,77,9,56,2,1,1,182,154,28,43,0.121052632,13,0.380952381,0,2,0.64,21,1,0,1,22,0,0,0,0,0,0,0,0,0,0.85518985,0.717957508
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/InstrumentFunctionsTest.java,com.google.javascript.jscomp.InstrumentFunctionsTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/InstrumentFunctions.java,com.google.javascript.jscomp.InstrumentFunctions,0.927536232,69,0.975,0,0,0,0,0,0,0,0,328,3184.011248,27,8,25,25,9,4,0,0,1,1,0,0,0.777777778,0,0,0,2,9,0,9,8,0,288,1538.888445,31,9,15,15,1,1,29,0,91,91,0.723809524,2,0.875,6,6,0,16,1,0,1,29,0,0,0,0,0,0,0,0,1,0.655557879,0.88271858
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/TypedScopeCreatorTest.java,com.google.javascript.jscomp.TypedScopeCreatorTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/TypedScopeCreator.java,com.google.javascript.jscomp.TypedScopeCreator,0.50877193,228,0.756410256,1,1,0,0,1,0,0,1,2977,17820.30229,75,75,55,2,26,16,157,124,33,37,0.105263158,0,0.048076923,0,0,0.684210526,20,26,0,13,43,0,4056,16866.22344,2477,36,2212,7,5,3,15440,0,19540,19696,0.559741906,53,0.190188679,76,199,0.566901408,265,5,0,5,351,0,0,0,0,1,1,1,0,1,0.622578581,0.697522659
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/GlobalVarReferenceMapTest.java,com.google.javascript.jscomp.GlobalVarReferenceMapTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/GlobalVarReferenceMap.java,com.google.javascript.jscomp.GlobalVarReferenceMap,0.804511278,133,0.954022989,1,1,0,0,0,0,0,0,262,2230.716823,55,10,47,5,2,2,10,0,18,19,0.571428571,4,0.5625,0,1,0.555555556,8,2,0,2,30,0,205,1103.471784,55,13,49,49,22,8,0,0,15,15,1,0,0.454545455,2,2,0,6,22,0,22,10,0,0,0,0,0,0,0,0,1,0.696243216,0.320307761
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/IdMappingUtilTest.java,com.google.javascript.jscomp.IdMappingUtilTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/IdMappingUtil.java,com.google.javascript.jscomp.IdMappingUtil,0.362831858,113,0.469387755,1,0,0,0,0,0,0,0,128,1052.84295,21,9,18,18,2,2,3,3,0,0,-2,2,0.333333333,0,0,0,3,2,0,1,11,0,58,138.2586065,10,8,9,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.000367561,0,0,0,0,0,0,0,1,0.677122037,0.510792732
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/JSDocInfoPrinterTest.java,com.google.javascript.jscomp.JSDocInfoPrinterTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/JSDocInfoPrinter.java,com.google.javascript.jscomp.JSDocInfoPrinter,0.87517934,697,0.911764706,1,0,0,0,0,0,0,0,426,2323.998485,113,14,104,5,1,1,35,34,1,11,0.107142857,7,0.222222222,0,0,0.578947368,9,1,0,1,32,0,424,1755.545901,160,17,132,14,3,3,207,36,171,178,0.43019943,8,0.452380952,6,6,0.777777778,28,3,0,3,33,0,0,0,0,0,0,1,0,1,0.469602412,0.597767218
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/PolymerPassTest.java,com.google.javascript.jscomp.PolymerPassTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/PolymerPass.java,com.google.javascript.jscomp.PolymerPass,0.725888325,197,0.904255319,0,0,0,0,0,0,0,0,250,1952.740696,65,17,57,7,12,10,0,0,28,28,1,0,0.385416667,1,1,0.75,8,12,0,12,23,0,3669,8948.530535,222,21,154,0,9,4,2212,2146,66,127,0.027137042,8,0.047385621,1,36,0.336898396,68,9,0,9,120,0,0,0,0,0,0,1,0,1,0.504960965,0.840384607
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/J2clPassTest.java,com.google.javascript.jscomp.J2clPassTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/J2clPass.java,com.google.javascript.jscomp.J2clPass,0.823529412,17,0.941176471,0,0,0,0,0,0,0,0,194,1151.168386,8,10,5,1,3,3,2,1,1,2,0,1,0.444444444,0,0,0.25,3,3,0,3,5,0,364,782.4298665,35,6,26,26,0,0,36,36,0,0,-0.285714286,0,0,0,6,0,9,0,0,0,22,0,0,0,0,0,0,0,0,0,0.659991171,0.931147589
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/MarkUntranspilableFeaturesAsRemovedTest.java,com.google.javascript.jscomp.MarkUntranspilableFeaturesAsRemovedTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/MarkUntranspilableFeaturesAsRemoved.java,com.google.javascript.jscomp.MarkUntranspilableFeaturesAsRemoved,0.848920863,139,0.971830986,0,0,0,0,0,0,0,0,177,974.7486341,44,14,33,2,6,3,50,45,5,12,0.044444444,2,0.121212121,0,0,0.615384615,11,6,0,5,19,0,206,773.8673407,28,7,17,17,2,1,19,0,36,36,0.577777778,2,0.818181818,2,2,0,11,2,0,2,16,0,0,0,0,0,0,1,0,1,0.547310161,0.837968068
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/StatementFusionTest.java,com.google.javascript.jscomp.StatementFusionTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/StatementFusion.java,com.google.javascript.jscomp.StatementFusion,0.885993485,307,0.97029703,0,0,0,0,0,0,0,0,256,1572.178516,80,3,68,2,2,1,63,60,3,17,0.109090909,10,0.166666667,0,1,0.571428571,12,2,1,1,41,0,222,1193.542982,62,4,36,1,1,1,304,283,21,43,0.06,19,0.269230769,0,5,0.6875,26,1,0,1,52,0,0,0,0,0,0,0,0,1,0.709335426,0.884081529
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/PeepholeSubstituteAlternateSyntaxTest.java,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntaxTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/PeepholeSubstituteAlternateSyntax.java,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,0.816522574,1041,0.983240223,0,0,0,0,0,0,0,0,834,5151.579675,246,9,221,8,8,7,289,278,11,33,0.032608696,3,0.065,0,0,0.923076923,25,8,0,7,118,0,591,4201.853483,113,6,78,1,3,2,559,523,36,64,0.053475936,15,0.123809524,0,12,0.666666667,35,3,0,3,50,0,0,0,0,1,0,0,0,1,0.688036051,0.876999073
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/ProcessDefinesTest.java,com.google.javascript.jscomp.ProcessDefinesTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/ProcessDefines.java,com.google.javascript.jscomp.ProcessDefines,0.829457364,129,0.975308642,1,0,0,0,0,0,0,0,556,4278.738143,48,23,41,6,12,8,14,7,7,9,0.2,0,0.166666667,0,0,0.666666667,7,12,0,7,21,0,488,2192.551748,171,10,115,38,3,3,1398,1256,142,143,0.059259259,24,0.142857143,2,11,0.333333333,56,3,0,3,67,0,0,0,0,0,0,1,0,1,0.786992209,0.860091698
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/ConvertToDottedPropertiesTest.java,com.google.javascript.jscomp.ConvertToDottedPropertiesTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/ConvertToDottedProperties.java,com.google.javascript.jscomp.ConvertToDottedProperties,0.714285714,42,0.9,0,0,0,0,0,0,0,0,73,383.7890566,16,4,13,13,1,1,0,0,3,3,1,0,1,1,1,0,3,1,0,1,7,0,101,466.9102227,12,4,5,5,0,0,21,21,0,0,-0.4,0,0,0,1,0,7,0,0,0,10,0,0,0,0,0,0,0,0,1,0.637626052,0.903423463
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/CheckSuperTest.java,com.google.javascript.jscomp.CheckSuperTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/CheckSuper.java,com.google.javascript.jscomp.CheckSuper,0.919642857,112,0.93442623,0,0,0,0,0,0,0,0,173,993.257065,39,2,30,3,7,2,30,24,6,10,0.071428571,1,0.142857143,0,0,0.4,9,7,0,1,21,0,205,847.3542389,47,10,25,25,0,0,231,231,0,1,-0.095238095,0,0,0,4,0,22,0,0,0,30,0,0,0,0,0,0,0,0,0,0.72879982,0.872067376
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/CrossChunkMethodMotionTest.java,com.google.javascript.jscomp.CrossChunkMethodMotionTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/CrossChunkMethodMotion.java,com.google.javascript.jscomp.CrossChunkMethodMotion,0.915730337,178,0.958333333,0,0,0,0,0,0,0,0,262,1507.478306,54,7,50,10,9,7,3,0,3,4,0.333333333,0,0.416666667,0,0,0.6,4,9,0,5,16,0,708,2081.434287,96,4,64,64,4,2,351,206,145,145,0.24516129,8,0.203125,4,14,0,32,4,0,4,44,0,0,0,0,0,0,0,0,1,0.685146041,0.917800257
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/VariableVisibilityAnalysisTest.java,com.google.javascript.jscomp.VariableVisibilityAnalysisTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/VariableVisibilityAnalysis.java,com.google.javascript.jscomp.VariableVisibilityAnalysis,0.794117647,68,0.961538462,1,0,0,0,0,0,0,0,143,1167.804985,21,4,17,5,3,3,3,0,3,4,0.333333333,1,0.583333333,1,1,0.666666667,4,3,0,2,14,0,246,975.2970058,51,11,36,1,1,1,95,85,10,25,0.120879121,10,0.333333333,0,1,0.789473684,15,1,0,1,18,0,0,0,0,0,0,0,0,0,0.726826817,0.667574614
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/CreateSyntheticBlocksTest.java,com.google.javascript.jscomp.CreateSyntheticBlocksTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/CreateSyntheticBlocks.java,com.google.javascript.jscomp.CreateSyntheticBlocks,0.882882883,111,1,0,0,0,0,0,0,0,1,185,1130.205519,35,8,30,7,8,5,4,0,6,7,0.5,0,0.4,1,1,0.5,5,8,0,5,10,0,154,651.4919574,40,6,22,5,2,1,152,151,1,1,-0.117647059,16,0.111111111,0,2,0.5,18,2,0,2,37,0,0,0,0,0,0,0,0,1,0.727194826,0.845925858
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/PolymerClassRewriterTest.java,com.google.javascript.jscomp.PolymerClassRewriterTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/PolymerClassRewriter.java,com.google.javascript.jscomp.PolymerClassRewriter,0.154037267,805,0.358600583,1,0,0,0,0,0,0,0,722,5016.499101,262,20,244,4,7,6,85,17,68,79,0.455882353,2,0.214285714,1,1,0.454545455,18,7,0,6,60,0,215,1308.61886,47,8,37,3,5,4,37,29,8,13,0.111111111,2,0.2,0,1,0.583333333,10,5,0,5,17,0,0,0,0,0,0,1,0,1,0.485342012,0.686961928
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/ClosureReverseAbstractInterpreterTest.java,com.google.javascript.jscomp.ClosureReverseAbstractInterpreterTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/type/ClosureReverseAbstractInterpreter.java,com.google.javascript.jscomp.type.ClosureReverseAbstractInterpreter,0.929577465,213,0.981818182,1,0,0,0,0,0,0,0,212,738.5825353,28,17,19,3,3,2,36,36,0,1,-0.25,4,0.037037037,0,0,0.2,9,3,0,3,27,0,393,769.4572551,195,10,157,1,0,0,703,703,0,37,0,0,0,0,25,0.25,38,0,0,0,40,0,0,0,0,0,0,1,0,1,0.680201809,0.750329636
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/ExtractPrototypeMemberDeclarationsTest.java,com.google.javascript.jscomp.ExtractPrototypeMemberDeclarationsTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/ExtractPrototypeMemberDeclarations.java,com.google.javascript.jscomp.ExtractPrototypeMemberDeclarations,0.787401575,127,1,0,0,0,0,0,0,0,0,394,3104.761242,44,7,38,12,7,5,2,0,13,13,0.8,0,0.428571429,0,0,1,6,7,0,6,12,0,332,1729.673805,74,6,50,0,2,2,226,176,50,72,0.193675889,16,0.333333333,0,8,0.622641509,24,2,0,2,41,0,0,0,0,0,0,0,0,1,0.684016814,0.753266441
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/CheckUnusedPrivatePropertiesTest.java,com.google.javascript.jscomp.CheckUnusedPrivatePropertiesTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/CheckUnusedPrivateProperties.java,com.google.javascript.jscomp.CheckUnusedPrivateProperties,0.880851064,235,0.95890411,0,0,0,0,0,0,0,0,220,1288.133138,68,9,56,7,4,4,57,48,9,15,0.072727273,3,0.229166667,1,1,1,12,4,0,3,37,0,316,1675.895555,81,4,50,1,1,1,465,465,0,33,0.006896552,30,0.032258065,0,0,1,31,1,0,1,37,0,0,0,0,0,0,0,0,1,0.758404384,0.911084315
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/OptimizeCallsTest.java,com.google.javascript.jscomp.OptimizeCallsTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/OptimizeCalls.java,com.google.javascript.jscomp.OptimizeCalls,0.561983471,121,0.945945946,0,1,0,0,0,0,0,1,418,2886.595465,24,10,17,3,2,2,14,7,7,7,0.066666667,4,0.428571429,1,1,0.4,7,2,0,2,19,0,484,3025.225026,78,5,50,12,0,0,378,378,0,1,-0.074074074,0,0,0,10,0.5,28,0,0,0,42,0,0,0,0,0,0,0,0,0,0.695705184,0.898940579
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/FunctionRewriterTest.java,com.google.javascript.jscomp.FunctionRewriterTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/FunctionRewriter.java,com.google.javascript.jscomp.FunctionRewriter,0.797101449,69,0.972222222,0,0,0,0,0,0,0,0,534,3514.164002,25,8,21,21,2,2,3,0,3,3,0,2,0.5,1,1,1,4,2,0,2,9,0,277,1373.856699,59,4,34,0,5,1,297,294,3,32,0.028985507,6,0.064,0,10,0.381578947,25,5,0,5,42,0,0,0,0,0,0,0,0,1,0.789585133,0.840188701
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/MinimizedConditionTest.java,com.google.javascript.jscomp.MinimizedConditionTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/MinimizedCondition.java,com.google.javascript.jscomp.MinimizedCondition,0.869109948,191,1,1,1,0,0,1,0,0,0,389,3260.101005,28,5,22,4,3,2,12,9,3,6,0.1,2,0.388888889,0,0,0.8,6,3,0,2,20,0,152,900.3522922,41,12,32,1,0,0,36,36,0,8,0,0,0,0,2,0.4,9,0,0,0,17,0,0,0,0,0,0,0,0,1,0.795574491,0.760855782
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/PureFunctionIdentifierTest.java,com.google.javascript.jscomp.PureFunctionIdentifierTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/PureFunctionIdentifier.java,com.google.javascript.jscomp.PureFunctionIdentifier,0.767326733,404,0.988235294,1,0,0,0,0,0,0,0,1049,3822.034634,107,34,95,8,12,8,48,30,18,26,0.272727273,0,0.173611111,0,0,1.181818182,12,12,0,11,46,0,2503,9248.86562,675,11,490,1,4,3,17013,17006,7,180,-0.000237586,61,0.010810811,0,127,0.381898455,185,4,0,1,263,0,0,0,0,0,0,1,0,1,0.745285362,0.826220137
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/ExpressionDecomposerTest.java,com.google.javascript.jscomp.ExpressionDecomposerTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/ExpressionDecomposer.java,com.google.javascript.jscomp.ExpressionDecomposer,0.747440273,879,0.896551724,1,1,0,0,0,0,0,1,988,6622.015817,228,16,199,3,13,9,369,332,37,65,0.097883598,2,0.103448276,0,2,0.584615385,29,13,0,12,115,0,1244,5699.44908,297,23,208,0,4,3,3726,3536,190,315,0.059299896,26,0.106741573,1,13,0.396,89,4,0,4,183,0,0,0,0,1,1,1,0,1,0.735065325,0.783764369
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/MakeDeclaredNamesUniqueTest.java,com.google.javascript.jscomp.MakeDeclaredNamesUniqueTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/MakeDeclaredNamesUnique.java,com.google.javascript.jscomp.MakeDeclaredNamesUnique,0.669172932,133,0.93220339,0,0,0,0,0,0,0,0,667,3910.224749,52,21,42,5,4,4,33,21,12,14,0.138888889,2,0.225,0,0,0.625,10,4,1,3,26,0,1022,4482.011276,154,7,98,2,4,2,799,58,741,776,0.485521886,14,0.254464286,13,20,0.621621622,56,4,0,4,93,0,0,0,0,0,0,1,0,1,0.77762915,0.837527955
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/FunctionTypeBuilderTest.java,com.google.javascript.jscomp.FunctionTypeBuilderTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/FunctionTypeBuilder.java,com.google.javascript.jscomp.FunctionTypeBuilder,0.268602541,1102,0.53968254,1,0,0,0,0,0,0,0,1175,8171.522791,278,32,244,5,40,15,421,281,140,163,0.246212121,0,0.082352941,2,2,0.708333333,34,40,0,25,126,0,183,794.4907541,66,11,53,53,0,0,78,78,0,0,-0.181818182,0,0,0,12,0,13,0,0,0,28,0,0,0,0,1,1,1,0,1,0.72534703,0.808538829
closure-compiler,,88de6e2befb0625c39f47c628fe28e0685711c19,/home/ubuntu/scripts_mutation/projects/closure-compiler/test/com/google/javascript/jscomp/PolymerBehaviorExtractorTest.java,com.google.javascript.jscomp.PolymerBehaviorExtractorTest,/home/ubuntu/scripts_mutation/projects/closure-compiler/src/com/google/javascript/jscomp/PolymerBehaviorExtractor.java,com.google.javascript.jscomp.PolymerBehaviorExtractor,0.316176471,272,0.703703704,1,0,0,0,0,0,0,0,298,2283.022076,74,11,68,9,3,3,11,7,4,7,0.2,2,0.388888889,0,0,1,6,3,0,3,26,0,168,655.7105874,29,10,23,7,2,2,9,3,6,9,0.4,3,0.583333333,1,1,1,6,2,0,2,10,0,0,0,0,0,0,1,0,1,0.587538358,0.806231896
