project,module,commit,path_test,test_name,path_src,class_name,mutation,no_mutations,line_coverage,isAssertionRoulette,isEagerTest,isLazyTest,isMysteryGuest,isSensitiveEquality,isResourceOptimism,isForTestersOnly,isIndirectTesting,LOC_prod,HALSTEAD_prod,RFC_prod,CBO_prod,MPC_prod,IFC_prod,DAC_prod,DAC2_prod,LCOM1_prod,LCOM2_prod,LCOM3_prod,LCOM4_prod,CONNECTIVITY_prod,LCOM5_prod,COH_prod,TCC_prod,LCC_prod,ICH_prod,WMC_prod,NOA_prod,NOPA_prod,NOP_prod,McCABE_prod,BUSWEIMER_prod,LOC_test,HALSTEAD_test,RFC_test,CBO_test,MPC_test,IFC_test,DAC_test,DAC2_test,LCOM1_test,LCOM2_test,LCOM3_test,LCOM4_test,CONNECTIVITY_test,LCOM5_test,COH_test,TCC_test,LCC_test,ICH_test,WMC_test,NOA_test,NOPA_test,NOP_test,McCABE_test,BUSWEIMER_test,csm_CDSBP,csm_CC,csm_FD,csm_Blob,csm_SC,csm_MC,csm_LM,csm_FE,prod_readability,test_readability
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/EnumerationUtilsTest.java,org.apache.commons.collections4.EnumerationUtilsTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/EnumerationUtils.java,org.apache.commons.collections4.EnumerationUtils,0.861111111,36,0.928571429,1,1,0,0,0,0,0,0,95,987.3494863,12,5,8,8,0,0,6,6,0,1,-0.666666667,0,0,0,0,1,4,0,0,0,14,0,110,511.5221791,26,10,23,23,1,1,3,3,0,0,-2,2,0.333333333,0,2,0,3,1,1,0,6,0,0,0,0,0,0,0,0,0,0.770905957,0.303962956
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/SplitMapUtilsTest.java,org.apache.commons.collections4.SplitMapUtilsTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/SplitMapUtils.java,org.apache.commons.collections4.SplitMapUtils,0.714285714,28,0.666666667,1,0,0,0,0,0,0,0,271,1557.235148,4,8,1,1,0,0,3,3,0,0,-2,0,0,0,0,0,3,0,0,0,9,0,240,1005.739748,87,12,66,11,3,3,207,204,3,19,-0.005263158,9,0.095238095,0,1,0.833333333,21,3,0,3,30,0,0,0,0,0,0,0,0,0,0.849132036,0.805300157
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/ClosureUtilsTest.java,org.apache.commons.collections4.ClosureUtilsTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/ClosureUtils.java,org.apache.commons.collections4.ClosureUtils,0.972972973,74,0.965517241,1,1,0,0,1,0,0,0,375,2884.888269,41,12,24,1,0,0,136,136,0,8,-0.066666667,0,0,0,0,0.75,17,0,0,0,65,0,425,1551.770452,77,12,65,65,1,1,66,66,0,0,-0.2,11,0.083333333,0,10,0,12,1,0,1,24,0,0,0,0,0,0,1,0,0,0.654370202,0.447056205
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/QueueUtilsTest.java,org.apache.commons.collections4.QueueUtilsTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/QueueUtils.java,org.apache.commons.collections4.QueueUtils,1,15,0.857142857,0,0,0,0,0,0,0,0,139,1288.508033,10,6,4,0,1,1,15,15,0,0,-0.5,5,0.166666667,0,0,0.666666667,6,1,1,0,22,0,120,490.9780104,23,11,18,18,2,2,10,10,0,0,-0.666666667,4,0.2,0,4,0,5,2,0,0,17,0,0,0,0,0,0,0,0,0,0.721789762,0.629856694
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/MapUtilsTest.java,org.apache.commons.collections4.MapUtilsTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/MapUtils.java,org.apache.commons.collections4.MapUtils,0.835164835,728,0.928338762,1,1,0,0,1,0,0,0,1805,10631.54644,213,30,139,0,2,2,2701,2701,0,36,-0.014079148,74,0.006756757,0,2,0.382550336,74,2,1,1,276,0,1168,4771.898087,326,31,266,266,0,0,1770,1770,0,3,-0.032729398,0,0,0,35,0,60,0,0,0,93,0,0,1,0,1,1,1,0,1,0.709264612,0.584999856
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/PredicateUtilsTest.java,org.apache.commons.collections4.PredicateUtilsTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/PredicateUtils.java,org.apache.commons.collections4.PredicateUtils,0.823529412,102,0.78125,1,1,0,0,0,0,0,0,539,2962.018633,61,23,31,1,0,0,435,435,0,10,-0.04679803,0,0,0,0,1.125,30,0,0,0,112,0,722,2313.717944,251,18,186,186,0,0,2080,2080,0,0,-0.031746032,0,0,0,15,0,65,0,0,0,74,0,0,0,0,0,0,1,0,0,0.758233416,0.511847309
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/SetUtilsTest.java,org.apache.commons.collections4.SetUtilsTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/SetUtils.java,org.apache.commons.collections4.SetUtils,0.627737226,137,0.734693878,1,1,0,0,0,0,0,1,644,4525.041384,91,20,54,2,1,1,666,666,0,45,0.014285714,36,0.027027027,1,2,1.24,37,1,1,0,131,0,257,1088.738323,65,13,54,54,2,1,45,35,10,10,0,6,0.454545455,0,4,0,11,2,0,2,22,0,0,0,0,1,0,1,0,0,0.782087029,0.597136581
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/FactoryUtilsTest.java,org.apache.commons.collections4.FactoryUtilsTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/FactoryUtils.java,org.apache.commons.collections4.FactoryUtils,1,18,0.857142857,1,1,0,0,0,0,0,0,150,1321.302362,13,4,6,0,0,0,21,21,0,2,-0.266666667,0,0,0,0,0.666666667,7,0,0,0,21,0,275,1175.311016,77,13,61,61,0,0,120,120,0,0,-0.142857143,0,0,0,8,0,16,0,0,0,26,0,0,0,0,0,0,0,0,0,0.748377042,0.751691635
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/ListUtilsTest.java,org.apache.commons.collections4.ListUtilsTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/ListUtils.java,org.apache.commons.collections4.ListUtils,0.720930233,258,0.88,1,1,0,0,0,0,0,0,699,6810.243464,72,17,48,2,0,0,276,276,0,4,-0.075098814,0,0,0,1,0.571428571,24,0,0,0,108,0,478,2374.332122,138,11,112,112,10,5,269,213,56,56,0.103333333,2,0.146153846,2,10,0,26,10,0,10,45,0,0,0,0,1,0,1,0,0,0.713397495,0.598435179
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/BagUtilsTest.java,org.apache.commons.collections4.BagUtilsTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/BagUtils.java,org.apache.commons.collections4.BagUtils,0.771428571,35,0.733333333,0,0,0,0,0,0,0,0,261,1718.043359,21,11,9,0,2,1,66,66,0,0,-0.2,11,0.083333333,0,0,0.692307692,12,2,2,0,47,0,176,661.0803157,34,13,26,26,2,2,26,24,2,2,-0.238095238,6,0.25,0,6,0,8,2,0,0,26,0,0,0,0,0,0,1,0,0,0.701529178,0.631885909
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/FluentIterableTest.java,org.apache.commons.collections4.FluentIterableTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/FluentIterable.java,org.apache.commons.collections4.FluentIterable,0.978873239,142,1,1,1,0,0,1,0,0,1,503,3834.451765,84,7,50,2,1,1,210,0,351,387,0.670454545,7,0.794117647,10,10,1.428571429,34,1,0,1,102,0,552,2216.705123,207,18,176,176,6,3,290,115,175,186,0.35862069,4,0.252688172,6,20,41,31,6,0,6,56,0,0,0,0,0,0,0,0,0,0.861147714,0.569283577
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/CollectionUtilsTest.java,org.apache.commons.collections4.CollectionUtilsTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/CollectionUtils.java,org.apache.commons.collections4.CollectionUtils,0.854785479,909,0.982708934,1,1,0,0,1,0,0,1,1916,13961.40539,226,22,155,1,1,1,2485,2485,0,61,-0.003726708,70,0.014084507,0,4,0.519607843,71,1,1,0,315,0,1959,10779.71984,604,35,483,28,16,9,6534,5808,726,763,0.090056022,7,0.054235537,6,43,5.058823529,121,16,0,15,202,0,0,1,0,1,1,1,0,0,0.6702302,0.53324312
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/IterableUtilsTest.java,org.apache.commons.collections4.IterableUtilsTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/IterableUtils.java,org.apache.commons.collections4.IterableUtils,0.513196481,341,0.566929134,1,1,0,0,0,0,0,1,1101,7029.603354,178,11,121,1,1,1,1596,1596,0,326,0.175324675,56,0.01754386,3,8,0.929292929,57,1,0,0,207,0,630,2627.397798,140,19,105,105,5,3,561,527,34,36,0.003565062,8,0.102857143,1,9,0,35,5,0,5,86,0,0,1,0,1,1,1,0,0,0.643275686,0.691132429
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/IteratorUtilsTest.java,org.apache.commons.collections4.IteratorUtilsTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/IteratorUtils.java,org.apache.commons.collections4.IteratorUtils,0.432758621,580,0.50660793,1,1,0,0,0,0,0,0,1545,8636.872006,137,47,67,1,8,6,2414,2413,1,14,-0.02344416,10,0.010714286,0,1,0.55,70,8,5,3,296,0,1168,4232.921574,268,34,231,77,5,3,650,634,16,26,-0.015873016,8,0.064864865,0,27,3.333333333,37,5,0,5,89,0,0,1,0,1,1,1,0,1,0.649927864,0.651484586
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/MultiSetUtilsTest.java,org.apache.commons.collections4.MultiSetUtilsTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/MultiSetUtils.java,org.apache.commons.collections4.MultiSetUtils,1,12,0.857142857,1,0,0,0,0,0,0,0,118,1107.108498,8,4,3,0,1,1,10,10,0,0,-0.666666667,4,0.2,0,0,0.75,5,1,1,0,17,0,129,589.6355909,29,6,22,22,2,2,15,9,6,6,0,5,0.357142857,0,2,0,7,2,0,2,17,0,0,0,0,0,0,0,0,0,0.729573369,0.849754853
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/TrieUtilsTest.java,org.apache.commons.collections4.TrieUtilsTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/TrieUtils.java,org.apache.commons.collections4.TrieUtils,1,4,0.5,0,0,0,0,0,0,0,0,48,321.4623717,3,1,1,1,0,0,1,1,0,0,-2,0,0,0,0,1,2,0,0,0,5,0.628630817,48,194.4289867,5,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0.019297695,0,0,0,0,0,0,0,0,0.825334281,0.554804146
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/MultiMapUtilsTest.java,org.apache.commons.collections4.MultiMapUtilsTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/MultiMapUtils.java,org.apache.commons.collections4.MultiMapUtils,0.65,80,0.709677419,1,1,0,0,0,0,0,0,253,1938.307416,19,10,7,3,1,1,65,64,1,1,-0.181818182,10,0.166666667,0,0,1,12,1,1,0,34,0,160,504.2095181,57,10,47,47,0,0,45,45,0,0,-0.25,0,0,0,8,0,10,0,0,0,19,0,0,0,0,0,0,0,0,0,0.730871722,0.556402281
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/TransformerUtilsTest.java,org.apache.commons.collections4.TransformerUtilsTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/TransformerUtils.java,org.apache.commons.collections4.TransformerUtils,0.978494624,93,0.971428571,1,1,0,0,1,0,0,0,485,3724.354956,53,17,29,1,0,0,276,276,0,8,-0.059288538,0,0,0,0,0.8,24,0,0,0,105,0,496,2104.439888,119,19,100,100,3,1,126,81,45,45,0.176470588,5,0.456140351,2,16,0,19,3,0,3,58,0,0,0,0,0,0,1,0,0,0.730177186,0.354744967
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/ComparatorUtilsTest.java,org.apache.commons.collections4.ComparatorUtilsTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/ComparatorUtils.java,org.apache.commons.collections4.ComparatorUtils,0.709677419,62,0.766666667,1,1,0,0,0,0,0,1,238,1965.791822,18,8,7,3,1,1,40,25,15,16,0.133333333,5,0.545454545,1,1,1,11,1,1,0,36,0,124,363.5451329,31,5,25,25,0,0,15,15,0,0,-0.5,0,0,0,3,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0.676253614,0.486666049
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/iterators/UnmodifiableMapIteratorTest.java,org.apache.commons.collections4.iterators.UnmodifiableMapIteratorTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/iterators/UnmodifiableMapIterator.java,org.apache.commons.collections4.iterators.UnmodifiableMapIterator,0.964285714,28,1,1,1,0,0,0,0,0,0,99,610.6607983,12,2,4,4,1,1,13,0,15,15,0.380952381,2,0.75,1,1,0,8,1,0,1,18,0,95,341.9093921,25,6,16,16,0,0,36,36,0,4,-0.142857143,0,0,0,1,0,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0.836524162,0.694519778
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/iterators/ObjectArrayIteratorTest.java,org.apache.commons.collections4.iterators.ObjectArrayIteratorTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/iterators/ObjectArrayIterator.java,org.apache.commons.collections4.iterators.ObjectArrayIterator,0.666666667,54,0.689655172,0,1,0,0,0,0,0,0,178,1241.796009,11,2,1,1,4,2,26,7,19,19,0.277777778,2,0.375,1,1,0,10,4,0,0,27,0,105,545.2803267,24,2,13,2,1,1,52,49,3,5,-0.111111111,8,0.272727273,0,0,0.5,11,1,0,0,23,0,0,0,0,0,0,0,0,0,0.949345309,0.631098338
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/iterators/ListIteratorWrapperTest.java,org.apache.commons.collections4.iterators.ListIteratorWrapperTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/iterators/ListIteratorWrapper.java,org.apache.commons.collections4.iterators.ListIteratorWrapper,0.607361963,163,0.625,1,1,0,0,0,0,0,0,271,1866.895368,27,7,16,5,7,5,0,0,55,55,1,1,0.415584416,5,5,4,11,7,0,7,40,0,229,976.9820576,34,5,27,27,2,2,17,13,4,6,0,5,0.357142857,0,2,0,7,2,0,0,15,0,0,0,0,0,0,0,0,0,0.776080668,0.647571713
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/iterators/UniqueFilterIteratorTest.java,org.apache.commons.collections4.iterators.UniqueFilterIteratorTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/iterators/UniqueFilterIterator.java,org.apache.commons.collections4.iterators.UniqueFilterIterator,1,1,1,0,0,0,0,0,0,0,0,43,221.6593536,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.841016531,86,414.9585232,15,4,10,10,2,2,9,8,1,2,-0.333333333,4,0.3,0,0,0,5,2,0,0,10,0,0,0,0,0,0,0,0,0,0.857241571,0.588992476
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/iterators/LoopingListIteratorTest.java,org.apache.commons.collections4.iterators.LoopingListIteratorTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/iterators/LoopingListIterator.java,org.apache.commons.collections4.iterators.LoopingListIterator,0.81443299,97,0.906976744,1,1,0,0,0,0,0,0,263,2083.853097,38,4,25,12,2,2,24,0,54,56,0.666666667,5,0.653846154,3,3,9,13,2,0,2,49,0,369,1019.886994,84,6,72,72,0,0,66,66,0,0,-0.2,0,0,0,18,0,12,0,0,0,22,0,0,0,0,0,0,0,0,0,0.933172561,0.255771913
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/iterators/PermutationIteratorTest.java,org.apache.commons.collections4.iterators.PermutationIteratorTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/iterators/PermutationIterator.java,org.apache.commons.collections4.iterators.PermutationIterator,0.938596491,114,0.977777778,1,1,0,0,0,0,0,0,158,1543.986908,12,8,8,8,4,4,3,0,3,3,0,0,0.5625,0,0,0,4,4,0,4,15,0,194,958.3640421,49,7,37,37,2,2,65,64,1,6,-0.090909091,11,0.125,0,5,0,12,2,0,0,25,0,0,0,0,0,0,0,0,0,0.700578928,0.609943812
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/iterators/FilterListIteratorTest.java,org.apache.commons.collections4.iterators.FilterListIteratorTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/iterators/FilterListIterator.java,org.apache.commons.collections4.iterators.FilterListIterator,0.728323699,173,0.763157895,1,1,0,1,1,0,0,0,285,1487.47436,39,3,18,18,7,5,159,108,51,51,0.163157895,2,0.217687075,1,1,0,21,7,0,7,47,0,447,1708.442613,109,13,81,2,13,3,242,106,136,141,0.324786325,1,0.18956044,5,5,0.5,28,13,0,13,46,0,0,0,0,0,0,0,0,0,0.887545827,0.622404828
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/iterators/SkippingIteratorTest.java,org.apache.commons.collections4.iterators.SkippingIteratorTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/iterators/SkippingIterator.java,org.apache.commons.collections4.iterators.SkippingIterator,0.967741935,31,1,1,1,0,0,0,0,0,1,95,888.6383696,7,1,3,3,2,1,0,0,6,6,1,1,0.875,1,1,0,4,2,0,2,14,0,299,1345.045035,84,7,69,69,2,2,39,0,66,72,0.637362637,9,0.433333333,4,5,0,15,2,0,2,42,0,0,0,0,0,0,0,0,0,0.92948848,0.699196233
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/iterators/ZippingIteratorTest.java,org.apache.commons.collections4.iterators.ZippingIteratorTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/iterators/ZippingIterator.java,org.apache.commons.collections4.iterators.ZippingIterator,0.913793103,58,0.971428571,1,1,0,0,0,0,0,0,159,1235.626811,16,5,10,10,3,2,12,9,3,4,-0.1,2,0.333333333,0,0,0,6,3,0,3,22,0,189,910.2177109,61,2,50,50,3,1,19,0,36,36,0.577777778,2,0.545454545,3,3,0,11,3,0,3,27,0,0,0,0,0,0,0,0,0,0.820625077,0.328099316
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/iterators/FilterIteratorTest.java,org.apache.commons.collections4.iterators.FilterIteratorTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/iterators/FilterIterator.java,org.apache.commons.collections4.iterators.FilterIterator,0.794117647,68,0.864864865,1,1,0,0,0,0,0,0,185,1285.376378,17,3,6,6,4,4,24,0,31,31,0.466666667,2,0.454545455,2,2,0,11,4,0,4,27,0,223,1366.770726,59,9,41,13,3,3,110,67,43,47,0.220588235,6,0.296296296,1,1,2.666666667,18,3,0,3,43,0,0,0,0,0,0,0,0,0,0.92935399,0.79595453
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/iterators/ReverseListIteratorTest.java,org.apache.commons.collections4.iterators.ReverseListIteratorTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/iterators/ReverseListIterator.java,org.apache.commons.collections4.iterators.ReverseListIterator,0.872727273,55,0.939393939,1,1,0,0,0,0,0,0,186,1291.433583,25,3,14,7,3,3,0,0,55,55,1,2,0.545454545,5,5,5,11,3,0,3,32,0,161,680.256378,41,6,34,34,1,1,21,21,0,4,-0.133333333,6,0.142857143,0,5,0,7,1,0,0,15,0,0,0,0,0,0,0,0,0,0.92142259,0.465401266
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/iterators/UnmodifiableListIteratorTest.java,org.apache.commons.collections4.iterators.UnmodifiableListIteratorTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/iterators/UnmodifiableListIterator.java,org.apache.commons.collections4.iterators.UnmodifiableListIterator,0.972222222,36,1,1,0,0,0,0,0,0,0,113,638.2330213,17,2,6,6,1,1,27,0,28,28,0.4,3,0.727272727,2,2,0,11,1,0,1,24,0,93,346.3035888,23,6,14,14,2,2,33,30,3,4,-0.142857143,7,0.222222222,0,0,0,9,2,0,0,21,0,0,0,0,0,0,0,0,0,0.864321711,0.73878778
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/iterators/SingletonIteratorTest.java,org.apache.commons.collections4.iterators.SingletonIteratorTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/iterators/SingletonIterator.java,org.apache.commons.collections4.iterators.SingletonIterator,0.911111111,45,0.954545455,1,1,0,0,0,0,1,0,126,871.2502145,6,2,0,0,4,2,4,0,11,11,0.6,1,0.541666667,1,1,0,6,4,0,4,22,0,113,586.8006291,30,3,22,22,1,1,25,22,3,4,-0.142857143,5,0.375,0,2,0,8,1,0,1,14,0,0,0,0,0,0,0,0,0,0.949860374,0.748560391
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/iterators/ObjectArrayListIteratorTest.java,org.apache.commons.collections4.iterators.ObjectArrayListIteratorTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/iterators/ObjectArrayListIterator.java,org.apache.commons.collections4.iterators.ObjectArrayListIterator,0.649122807,57,0.615384615,1,1,0,0,1,0,0,0,199,1702.746962,16,2,5,5,1,1,49,43,6,7,-0.066666667,7,0.363636364,0,0,0,11,1,0,1,35,0,117,721.575571,23,3,17,17,0,0,15,15,0,2,-0.3,0,0,0,1,2,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0.954701624,0.61493366
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,org.apache.commons.collections4.iterators.BoundedIteratorTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/iterators/BoundedIterator.java,org.apache.commons.collections4.iterators.BoundedIterator,0.96,75,0.96875,1,1,0,0,0,0,0,1,136,1338.646123,14,2,8,8,4,2,1,0,14,15,1,0,0.666666667,1,1,0,6,4,0,4,22,0,370,1518.476234,103,7,85,85,2,2,48,0,105,111,0.691176471,10,0.444444444,6,6,0,18,2,0,2,55,0,0,0,0,0,0,0,0,0,0.88155812,0.707999146
commons-collections,,483cbbbf5a8b3c14edf3e6563e8f8ba380966d47,/home/ubuntu/scripts_mutation/projects/commons-collections/src/test/java/org/apache/commons/collections4/iterators/PeekingIteratorTest.java,org.apache.commons.collections4.iterators.PeekingIteratorTest,/home/ubuntu/scripts_mutation/projects/commons-collections/src/main/java/org/apache/commons/collections4/iterators/PeekingIterator.java,org.apache.commons.collections4.iterators.PeekingIterator,0.768292683,82,0.897435897,1,1,0,0,0,0,0,0,161,1268.627892,16,2,8,8,4,3,6,0,22,22,0.714285714,1,0.5625,2,2,0,8,4,0,4,28,0,144,528.2055834,53,7,42,21,2,2,53,51,2,8,-0.044444444,9,0.181818182,0,4,3,11,2,0,2,18,0,0,0,0,0,0,0,0,0,0.812120751,0.743613576
