Nº,Project,TestClassName,Assrtions,Conditions,TryCatch,Loop,Hamcrest,Mockito,BadApi,LOC,Expressions,Depth,Vocabulary,Understandability,BodySize,Dexterity,NonWhiteCharacters
5894,fastjson,TestCglib,1,0,0,0,0,0,0,47,101,8,35,1040,100,3,798
5895,fastjson,Issue1307,2,0,0,0,0,0,0,38,101,10,31,1137,109,4,906
5896,fastjson,ObjectFieldTest,7,0,0,0,0,0,0,84,180,10,27,1757,235,3,1301
5897,fastjson,ErrorTest,2,0,2,0,0,0,0,64,100,13,30,1346,154,3,749
5898,fastjson,NameFilterTest_int_field,3,2,0,0,0,0,0,79,127,16,34,1612,202,3,1022
5899,fastjson,Person2,0,0,0,0,0,0,0,12,30,7,9,305,20,2,256
5900,fastjson,ModelValueDeserializer,0,1,0,0,0,0,0,17,41,9,19,358,39,2,316
5901,fastjson,InnerEntry,0,0,0,0,0,0,0,12,27,7,9,230,20,2,186
5902,fastjson,ListFloatFieldTest,1,0,0,0,0,0,0,28,66,9,24,623,74,3,466
5903,fastjson,TypeUtilsTest_castToJavaBean,25,1,6,0,0,0,0,350,705,12,89,7215,962,3,5789
5904,fastjson,City,0,0,0,0,0,0,0,10,42,7,8,333,19,2,285
5905,fastjson,WriteAsArray_string_special,4,0,0,0,0,0,0,38,95,9,20,803,116,3,706
5906,fastjson,Issue1303,2,0,0,1,0,0,0,27,52,11,19,487,69,4,719
5907,fastjson,ReadOnlyAtomicBooleanTest,2,0,0,0,0,0,0,22,54,9,19,471,60,3,442
5908,fastjson,JSONTest_overflow,2,0,0,0,0,0,2,38,86,9,21,773,104,3,689
5909,fastjson,TestForEmoji,11,0,0,0,0,0,0,34,127,8,11,966,134,3,1203
5910,fastjson,DoubleObjectFieldTest,1,0,0,0,0,0,1,7,23,9,12,201,22,3,209
5911,fastjson,PrettyFormatTest,2,0,0,0,0,0,0,7,29,11,13,271,34,3,267
5912,fastjson,Issue1300,5,0,0,0,0,0,0,45,115,9,20,1026,110,4,837
5913,fastjson,FeaturesTest6,2,0,0,0,0,0,0,29,64,9,23,566,67,3,615
5914,fastjson,FeaturesTest5,2,0,0,0,0,0,0,29,64,9,23,566,67,3,630
5915,fastjson,FeaturesTest4,2,0,0,0,0,0,0,29,64,9,22,566,67,3,625
5916,fastjson,FeaturesTest3,2,0,0,0,0,0,0,29,64,9,23,566,67,3,620
5917,fastjson,FeaturesTest2,2,0,0,0,0,0,0,29,64,9,23,566,67,3,621
5918,fastjson,NumberDeserializerTest2,2,0,0,0,0,0,2,7,27,11,10,226,28,3,236
5919,fastjson,VOList,0,0,0,0,0,0,0,18,40,7,12,407,30,2,357
5920,fastjson,SqlDateDeserializerTest,6,0,0,0,0,0,0,22,96,12,24,814,107,3,754
5921,fastjson,FeaturesTest7,2,0,0,0,0,0,0,29,67,9,24,593,67,3,665
5922,fastjson,CalendarTest,4,0,0,0,0,0,0,79,199,9,31,1719,247,3,1461
5923,fastjson,BooleanDeserializerTest,9,0,0,0,0,0,0,35,123,9,22,1008,142,3,884
5924,fastjson,Body,0,0,0,0,0,0,0,67,165,9,35,1836,116,3,1281
5925,fastjson,TestPivateStaticClass,1,0,0,0,0,0,0,19,39,9,17,388,46,3,337
5926,fastjson,Bug_for_issue_572_private,2,1,0,0,0,0,0,58,106,13,29,1177,138,3,922
5927,fastjson,MaterializedInterfaceTest,2,0,0,0,0,0,0,19,50,9,22,435,51,3,423
5928,fastjson,LongArrayFieldTest,3,0,0,0,0,0,0,44,94,9,25,890,117,3,794
5929,fastjson,JSONPath_list_multi,10,0,0,0,0,0,0,69,179,10,19,1479,219,3,974
5930,fastjson,DenyTest,2,0,2,0,0,0,0,62,101,10,20,984,144,3,946
5931,fastjson,AtomicIntegerReadOnlyTest,2,0,0,0,0,0,0,25,58,9,18,542,67,3,465
5932,fastjson,BookRestFul,0,0,0,0,0,0,0,22,56,8,19,378,38,2,414
5933,fastjson,ShortArraySerializerTest,3,0,0,0,0,0,0,10,35,9,7,331,45,3,261
5934,fastjson,JSONReaderScannerTest__entity_double,1,1,0,2,0,0,1,53,99,11,28,983,134,3,652
5935,fastjson,ReaderBooleanFieldTest,12,0,8,0,0,0,0,195,289,12,34,3349,460,3,2595
5936,fastjson,BeanToArrayTest_int,8,0,4,0,0,0,0,84,153,10,23,1521,206,3,1301
5937,fastjson,PointDeserializerTest,4,0,4,0,0,0,0,67,88,10,18,948,135,3,791
5938,fastjson,Attr,0,0,0,0,0,0,0,18,37,7,11,371,30,2,343
5939,fastjson,Bug_for_rendong,1,0,0,0,0,0,0,46,110,11,37,1336,101,3,1458
5940,fastjson,BeanToArrayTest,7,0,0,0,0,0,0,28,174,10,54,1792,105,3,1491
5941,fastjson,TestIssue1763_2,7,0,1,0,0,0,3,42,146,13,35,1517,185,3,1271
5942,fastjson,JSONScannerTest_ISO8601,99,0,0,0,0,0,0,324,933,9,20,11431,1134,3,8696
5943,fastjson,Bug_for_wuyexiong,1,0,0,0,0,0,0,40,113,11,38,1155,108,3,948
5944,fastjson,PublicFieldLongTest,1,0,0,0,0,0,0,16,38,9,15,333,46,3,247
5945,fastjson,RedundantTest,4,1,0,0,0,0,0,63,143,14,33,1812,197,3,1165
5946,fastjson,ParserConfigTest,1,0,0,0,0,0,0,17,40,9,18,371,48,3,402
5947,fastjson,Header,0,0,0,0,0,0,0,0,1,2,1,6,0,2,25
5948,fastjson,LongFieldTest_2_stream,4,0,0,0,0,0,0,85,195,9,30,1750,258,3,1283
5949,fastjson,BuilderTest0_private,2,0,0,0,0,0,0,33,67,9,21,656,56,3,560
5950,fastjson,JSONReaderTest_object_int,2,0,0,2,0,0,0,67,85,10,25,804,125,3,739
5951,fastjson,WriteAsArray_long_private,1,0,0,0,0,0,0,28,54,8,20,542,57,3,444
5952,fastjson,JSONWriterTest_6,1,0,0,0,0,0,0,28,46,8,20,376,59,3,383
5953,fastjson,OptionalTest,11,0,0,0,0,0,0,85,201,11,33,1751,261,3,1545
5954,fastjson,WriteAsArray_list_public,5,0,0,0,0,0,0,52,136,9,32,1283,139,3,916
5955,fastjson,OffseTimeTest,1,0,0,0,0,0,0,25,57,9,22,507,64,3,401
5956,fastjson,JSONWriterTest_2,1,0,0,0,0,0,0,40,60,8,18,498,76,3,471
5957,fastjson,JSONWriterTest_3,1,0,0,0,0,0,0,34,48,8,17,397,62,3,389
5958,fastjson,JSONWriterTest_4,1,0,0,0,0,0,0,19,36,8,18,287,45,3,307
5959,fastjson,JSONReaderScannerTest__map_string,1,1,0,2,0,0,0,44,86,10,25,797,118,3,549
5960,fastjson,JSONWriterTest_5,1,0,0,0,0,0,0,25,39,8,17,322,51,3,322
5961,fastjson,StreamWriterTest_writeFieldValue_long,2,0,0,0,0,0,0,25,47,8,19,386,60,3,431
5962,fastjson,JSONWriterTest_0,1,0,0,0,0,0,0,28,41,8,15,335,53,3,337
5963,fastjson,JSONWriterTest_1,1,0,0,0,0,0,0,37,53,8,15,440,68,3,429
5964,fastjson,SmartMatchTest,2,0,0,0,0,0,0,32,64,9,17,658,74,3,642
5965,fastjson,SearchResult,0,0,0,0,0,0,0,0,3,4,3,25,0,2,52
5966,fastjson,WriteDuplicateType,3,0,0,0,0,0,0,90,188,10,27,1970,284,3,2047
5967,fastjson,ParserSpecialCharTest_map,18,0,0,0,0,0,0,54,236,8,26,2051,234,3,2153
5968,fastjson,RPCAckBody,0,0,0,0,0,0,0,0,3,4,3,25,0,2,53
5969,fastjson,TestIssue885,10,0,0,0,0,0,0,80,202,11,46,1663,228,3,1434
5970,fastjson,ArrayListTypeFieldTest,5,0,1,0,0,0,0,56,147,10,29,1439,165,3,1237
5971,fastjson,Name,0,0,0,0,0,0,0,12,27,7,8,247,20,2,241
5972,fastjson,GenericListSetterEntity,0,0,0,0,0,0,0,6,18,7,6,170,10,2,153
5973,fastjson,JSONScannerTest__nextToken,14,0,0,0,0,0,0,182,352,8,32,2983,462,3,2726
5974,fastjson,CharTypesTest,9,0,0,0,0,0,0,31,79,8,13,603,77,3,785
5975,fastjson,JSONPath_field_access_filter_rlike,16,0,0,0,0,0,0,243,596,9,34,5624,817,3,3914
5976,fastjson,EnumFieldTest2_private,10,0,4,0,0,0,0,161,299,11,32,3027,412,3,2139
5977,fastjson,AbstractDTO,0,0,0,0,0,0,0,0,1,2,1,10,0,2,38
5978,fastjson,ArgCheckTest,0,0,0,0,0,0,0,31,58,9,15,585,64,2,435
5979,fastjson,ThrowableDeserializerTest,12,0,4,0,0,0,0,83,180,12,25,1821,237,3,1584
5980,fastjson,EmptyObjectTest,2,0,0,0,0,0,0,35,70,8,20,621,93,3,608
5981,fastjson,TestEntity,0,0,0,0,0,0,0,9,22,7,5,185,17,2,182
5982,fastjson,DateFieldTest8,2,0,0,0,0,0,0,51,126,9,29,1079,145,3,984
5983,fastjson,DateFieldTest9,84,0,0,0,0,0,0,379,1186,9,42,9309,1350,3,7378
5984,fastjson,DateFieldTest6,1,0,0,0,0,0,0,38,90,9,30,796,106,3,736
5985,fastjson,DateFieldTest7,1,0,0,0,0,0,0,41,94,9,31,829,111,3,760
5986,fastjson,Bug_for_dubbo1,2,0,0,0,0,0,0,35,81,11,26,890,125,3,541
5987,fastjson,DoubleDeserializerTest,7,0,0,0,0,0,0,25,95,10,21,777,108,3,728
5988,fastjson,Bug_for_dubbo3,2,0,0,0,0,0,0,35,83,11,27,917,128,3,557
5989,fastjson,FloatArraySerializerTest,6,0,0,0,0,0,0,25,91,10,16,903,108,3,759
5990,fastjson,Teacher,0,0,0,0,0,0,0,6,17,7,6,161,10,2,194
5991,fastjson,ListStringFieldTest,5,0,0,0,0,0,0,35,96,9,22,847,104,3,688
5992,fastjson,DateFieldTest4,7,0,0,0,0,0,0,129,300,10,39,2648,381,3,2259
5993,fastjson,DateFieldTest5,7,0,0,0,0,0,0,122,249,9,39,2315,312,3,1915
5994,fastjson,DateFieldTest2,7,0,0,0,0,0,0,129,300,10,39,2647,381,3,2259
5995,fastjson,GSMapItemBIZEntity,0,0,0,0,0,0,0,12,19,6,7,192,16,2,383
5996,fastjson,DateFieldTest3,9,0,0,0,0,0,0,166,382,10,41,3398,499,3,2909
5997,fastjson,JSONPath_array_multi,10,0,0,1,0,0,0,45,140,10,19,1169,165,3,786
5998,fastjson,DoubleTest_custom,2,0,0,0,0,0,0,20,50,9,15,432,63,3,465
5999,fastjson,FastJsonpHttpMessageConverter4Case2Test,1,0,0,0,0,0,0,125,518,13,77,4549,519,2,4573
6000,fastjson,UUIDDeserializerTest,5,0,1,0,0,0,0,35,88,10,28,764,110,3,679
6001,fastjson,ParseErrorTest_10,1,0,1,0,0,0,0,16,20,9,11,199,29,3,200
6002,fastjson,ParseErrorTest_13,1,0,1,0,0,0,0,16,20,9,11,199,29,3,212
6003,fastjson,ParseErrorTest_14,1,0,1,0,0,0,0,16,20,9,11,199,29,3,211
6004,fastjson,ParseErrorTest_11,1,0,1,0,0,0,0,16,20,9,11,199,29,3,194
6005,fastjson,ParseErrorTest_12,1,0,1,0,0,0,0,16,20,9,11,199,29,3,200
6006,fastjson,Base64Test2,9,0,0,1,0,0,0,60,212,14,23,2280,259,3,1248
6007,fastjson,BigSpecailKeyTest2,2,0,0,2,0,0,0,84,152,10,29,1539,230,3,881
6008,fastjson,ParseErrorTest_17,1,0,1,0,0,0,0,16,20,9,11,199,29,3,206
6009,fastjson,FeaturesTest5_1,2,0,0,0,0,0,0,29,61,9,22,544,67,3,596
6010,fastjson,ParseErrorTest_18,1,0,1,0,0,0,0,16,20,9,11,199,29,3,205
6011,fastjson,PropertyFilter_bool_field,6,4,0,0,0,0,0,188,295,16,37,3660,484,3,2364
6012,fastjson,ParseErrorTest_15,1,0,1,0,0,0,0,16,20,9,11,199,29,3,209
6013,fastjson,ParseErrorTest_16,1,0,1,0,0,0,0,16,20,9,11,199,29,3,210
6014,fastjson,JSONPath_between_double,7,0,0,0,0,0,0,88,225,9,29,2045,273,3,1364
6015,fastjson,Proxy,0,0,0,0,0,0,0,3,18,6,12,164,7,2,177
6016,fastjson,Bug_7,6,0,0,0,0,0,0,80,163,10,22,1494,229,3,1169
6017,fastjson,Bug_8,2,0,0,0,0,0,0,10,29,9,12,237,34,3,272
6018,fastjson,CompatibleTest0,13,0,0,0,0,0,0,294,639,10,115,7772,598,3,4888
6019,fastjson,JSONPath_toString,1,0,0,0,0,0,0,16,35,8,15,304,41,3,300
6020,fastjson,Health,0,0,0,0,0,0,0,0,15,7,10,146,0,2,145
6021,fastjson,FloatFieldTest_A,2,0,0,0,0,0,0,56,118,9,27,1049,148,3,879
6022,fastjson,ParseErrorTest_date,2,0,2,0,0,0,0,32,45,10,15,485,64,3,463
6023,fastjson,TestASM_boolean,1,0,0,0,0,0,0,19,43,9,17,414,50,3,340
6024,fastjson,JSONPath_object_filter,2,0,0,0,0,0,0,39,85,8,21,830,90,3,657
6025,fastjson,PropertyPathTest3,2,4,0,1,0,0,0,151,314,11,64,3310,355,3,2557
6026,fastjson,PropertyPathTest2,1,1,0,0,0,0,0,54,105,10,34,1076,110,3,879
6027,fastjson,SmartMatchTest2,2,0,0,0,0,0,0,32,64,9,17,658,74,3,517
6028,fastjson,StreamWriterTest_writeFieldValue_int,2,0,0,0,0,0,0,25,47,8,19,386,60,3,429
6029,fastjson,SerializeWriterTest,6,0,0,0,0,0,0,65,114,8,17,916,142,3,892
6030,fastjson,Issue215,1,0,0,0,0,0,0,28,57,11,25,747,109,3,430
6031,fastjson,ClassFieldTest,2,0,1,0,0,0,0,38,70,10,24,716,89,3,567
6032,fastjson,Bug_for_wangran,7,0,0,1,0,0,0,42,97,9,32,806,120,3,737
6033,fastjson,JSONObjectTest_getObj,4,0,0,0,0,0,0,26,59,9,14,486,70,3,456
6034,fastjson,DefaultJSONParserTest_charArray,1,0,0,0,0,0,0,13,29,8,15,258,40,3,277
6035,fastjson,Item,0,0,0,0,0,0,0,12,25,7,8,241,20,2,201
6036,fastjson,JSONScannerTest_long,10,0,4,0,0,0,0,149,241,10,30,2326,343,4,1819
6037,fastjson,Book,0,0,0,0,0,0,0,36,76,7,22,806,60,2,723
6038,fastjson,Issue101_field_NoneASM,1,0,0,0,0,0,0,37,85,8,26,821,78,3,580
6039,fastjson,JSONReaderScannerTest__entity_string,1,1,0,2,0,0,0,50,100,10,29,965,130,3,646
6040,fastjson,TestOracleDATE,1,0,0,0,0,0,0,13,32,8,19,268,41,3,267
6041,fastjson,TimestampTest,5,0,0,0,0,0,0,38,144,11,31,1226,170,3,901
6042,fastjson,OptionalTest_empty,2,0,0,0,0,0,0,19,48,9,18,418,54,3,388
6043,fastjson,Issue689,2,0,0,0,0,0,0,16,40,7,18,334,51,3,302
6044,fastjson,InterfaceTest,1,0,0,0,0,0,0,28,66,8,21,656,54,3,547
6045,fastjson,ConcurrentHashMapTest,4,0,0,0,0,0,0,40,124,9,38,1224,131,3,1195
6046,fastjson,ObjectArraySerializerTest,4,0,0,0,0,0,0,33,84,10,17,771,109,3,686
6047,fastjson,Bug_for_zhongyin,2,0,0,3,0,0,0,98,228,11,46,2295,294,3,1472
6048,fastjson,JSONPathTest,7,0,0,0,0,0,0,163,347,8,34,3076,451,2,2735
6049,fastjson,Bug_for_melin,2,0,0,0,0,0,0,44,82,9,24,818,100,3,674
6050,fastjson,Bug_for_issue_937,1,0,0,0,0,0,0,28,76,10,26,840,72,4,650
6051,fastjson,ModelWithOutJsonField,0,0,0,0,0,0,0,0,3,4,3,25,0,2,58
6052,fastjson,Bug_for_uin57,7,0,0,0,0,0,0,95,227,9,47,2490,214,3,3164
6053,fastjson,CharsetSerializerTest,1,0,0,0,0,0,0,9,29,9,14,278,25,3,309
6054,fastjson,Animal,0,0,0,0,0,0,0,0,9,7,5,53,0,2,65
6055,fastjson,JSONTypejsonType_alphabetic_Test,2,0,0,0,0,0,0,68,127,8,25,1439,126,3,1006
6056,fastjson,TestNonASM,2,0,0,0,0,0,0,16,32,8,11,256,36,3,307
6057,fastjson,TypeUtilsTest2,30,0,5,0,0,0,0,147,372,18,51,3963,483,3,2526
6058,fastjson,TypeUtilsTest4,7,0,3,0,0,0,0,67,188,15,41,2311,265,3,1495
6059,fastjson,TypeUtilsTest3,14,0,3,0,0,0,0,99,287,13,45,2820,364,3,1958
6060,fastjson,LocalDateTimeTest,2,0,0,0,0,0,0,69,170,9,35,1612,215,3,1738
6061,fastjson,ConstructorErrorTest_initError_private,1,0,1,0,0,0,0,19,32,10,18,352,41,3,360
6062,fastjson,ListStrFieldTest,1,0,0,0,0,0,0,7,22,9,13,201,20,3,221
6063,fastjson,JSONPath_field_access_filter_like,17,0,0,0,0,0,0,246,607,9,34,5709,829,3,3970
6064,fastjson,JSONPath_calenar_test,6,0,0,0,0,0,0,40,99,7,17,760,111,3,630
6065,fastjson,ArrayLisMapDeserializerTest,6,0,0,0,0,0,0,32,107,11,21,986,114,3,707
6066,fastjson,Msg,0,0,0,0,0,0,0,0,5,4,5,45,0,2,71
6067,fastjson,TransientTest,2,0,0,0,0,0,0,59,123,9,36,1284,133,3,1047
6068,fastjson,Table,0,0,0,0,0,0,0,0,1,2,1,6,0,2,24
6069,fastjson,MaterializedInterfaceTest2,2,0,0,0,0,0,0,22,57,9,26,500,61,3,469
6070,fastjson,JSONTest3,2,0,0,0,0,0,0,20,66,14,25,812,81,3,509
6071,fastjson,JSONTest2,29,0,0,0,0,0,0,124,427,11,44,4386,616,3,2860
6072,fastjson,JSONTokenTest,22,0,0,0,0,0,0,70,226,8,31,1824,247,3,1457
6073,fastjson,VO_Byte,0,0,0,0,0,0,0,12,21,7,7,227,20,2,182
6074,fastjson,StatusBean,0,0,0,0,0,0,0,18,38,7,12,386,30,2,295
6075,fastjson,Model,0,0,0,0,0,0,0,0,6,5,4,50,0,2,67
6076,fastjson,Company,0,0,0,0,0,0,0,0,7,7,5,68,0,2,83
6077,fastjson,TestASM_Integer,1,0,0,0,0,0,0,19,46,9,18,427,50,3,305
6078,fastjson,JSONLexerTest_14,3,0,0,2,0,0,0,45,93,9,21,841,112,3,560
6079,fastjson,JSONLexerTest_15,1,0,0,0,0,0,1,3,18,11,10,158,17,3,151
6080,fastjson,JSONLexerTest_16,13,0,0,0,0,0,0,39,171,8,21,1451,169,3,1405
6081,fastjson,LongAsStringTest,1,0,0,0,0,0,0,7,21,9,11,190,21,3,207
6082,fastjson,JSONLexerTest_10,1,0,1,0,0,0,0,22,37,10,15,405,43,3,337
6083,fastjson,JSONLexerTest_11,1,0,1,0,0,0,0,25,47,10,19,538,48,3,456
6084,fastjson,JSONLexerTest_12,4,0,3,0,0,0,0,63,104,11,22,1145,134,3,923
6085,fastjson,NumberFieldTest,22,0,0,0,0,0,0,270,609,9,42,5393,805,3,4299
6086,fastjson,JSONLexerTest_13,7,0,1,0,0,0,6,46,150,12,25,1545,161,3,1273
6087,fastjson,JSONLexerTest_set,4,0,4,0,0,0,0,67,80,9,14,834,122,3,677
6088,fastjson,JSONCreatorTest_default_long,2,0,0,0,0,0,0,17,55,9,16,493,42,3,440
6089,fastjson,ValueFilterTest_field_boolean,5,5,0,0,0,0,0,168,266,13,37,3388,438,3,2197
6090,fastjson,LongObjectAsStringTest,1,0,0,0,0,0,0,7,24,9,13,209,23,3,223
6091,fastjson,Bug_for_issue_572_field2,1,0,0,0,0,0,0,16,39,8,18,330,36,3,382
6092,fastjson,Member,0,0,0,0,0,0,0,6,21,7,7,208,11,2,221
6093,fastjson,UnQuoteFieldNamesTest,1,0,0,0,0,0,0,10,38,11,20,358,45,4,367
6094,fastjson,URIDeserializerTest,2,0,0,0,0,0,0,16,40,8,21,333,50,3,373
6095,fastjson,IntAsStringTest,1,0,0,0,0,0,0,7,21,9,11,190,21,3,204
6096,fastjson,PeriodTest,1,0,0,0,0,0,0,25,60,9,22,534,67,3,387
6097,fastjson,JSONPath_map_size,2,0,0,0,0,0,0,6,28,8,11,219,26,3,274
6098,fastjson,WriteNonStringValueAsStringTestByteField,2,0,0,0,0,0,0,26,56,8,17,504,66,3,501
6099,fastjson,BooleanFieldTest2,8,0,0,0,0,0,0,104,192,9,26,1778,268,3,1576
6100,fastjson,BooleanFieldTest3,1,0,0,0,0,0,0,28,41,8,24,527,42,4,531
6101,fastjson,WriteClassNameTest_Set,2,0,0,0,0,0,0,40,93,9,33,897,107,3,828
6102,fastjson,LongFieldTest_3_private,2,0,0,2,0,0,0,34,86,10,20,832,117,3,486
6103,fastjson,JSONFieldTest_1,8,0,0,0,0,0,0,82,203,9,45,1947,220,3,1369
6104,fastjson,ArmoryTest,2,0,0,0,0,0,0,53,119,9,33,1232,131,3,1018
6105,fastjson,WriteAsArray_float2_public,6,0,3,0,0,0,1,85,153,10,32,1532,198,3,1189
6106,fastjson,User,0,0,0,0,0,0,0,6,14,7,5,111,10,2,95
6107,fastjson,JSONFieldTest_0,8,0,0,0,0,0,0,82,191,9,45,1860,220,3,1306
6108,fastjson,Generic,0,0,0,0,0,0,0,12,30,7,10,270,20,3,267
6109,fastjson,AbstractSerializeTest2,7,0,0,0,0,0,0,77,164,9,39,1554,181,3,1553
6110,fastjson,IntFieldTest2,8,0,2,0,0,0,0,114,213,12,35,2214,317,3,1650
6111,fastjson,NumberValueTest_error_1,1,0,1,0,0,0,0,20,23,9,13,240,35,3,204
6112,fastjson,NumberValueTest_error_0,1,0,1,0,0,0,0,20,23,9,13,240,35,3,216
6113,fastjson,NumberValueTest_error_3,1,0,1,0,0,0,0,20,23,9,13,240,35,3,217
6114,fastjson,NumberValueTest_error_2,1,0,1,0,0,0,0,20,23,9,13,240,35,3,215
6115,fastjson,NumberValueTest_error_5,1,0,1,0,0,0,0,20,23,9,13,240,35,3,203
6116,fastjson,NumberValueTest_error_4,1,0,1,0,0,0,0,20,23,9,13,240,35,3,217
6117,fastjson,NumberValueTest_error_7,1,0,1,0,0,0,0,20,23,9,12,240,35,3,209
6118,fastjson,NumberValueTest_error_6,1,0,1,0,0,0,0,20,23,9,13,240,35,3,205
6119,fastjson,NumberValueTest_error_9,1,0,1,0,0,0,0,20,23,9,13,240,35,3,214
6120,fastjson,NumberValueTest_error_8,1,0,1,0,0,0,0,20,23,9,13,240,35,3,213
6121,fastjson,ModelA,0,0,0,0,0,0,0,0,3,4,2,26,0,2,43
6122,fastjson,Issue220,1,0,0,0,0,0,0,37,71,8,21,729,72,3,613
6123,fastjson,BaseEntity,0,0,0,0,0,0,0,6,18,7,7,175,10,2,181
6124,fastjson,GenericTest2,8,0,0,0,0,0,2,70,158,11,41,1704,167,3,1440
6125,fastjson,ModelB,0,0,0,0,0,0,0,0,3,4,2,26,0,2,43
6126,fastjson,TimeZoneDeserializerTest,2,0,0,0,0,0,0,10,38,8,18,295,41,3,367
6127,fastjson,GenericTest4,4,0,0,0,0,0,0,56,145,9,32,1427,144,3,1025
6128,fastjson,GenericTest3,1,0,0,0,0,0,0,7,40,11,20,458,37,3,413
6129,fastjson,VO_Float,0,0,0,0,0,0,0,12,21,7,7,227,20,2,189
6130,fastjson,DefaultJSONParserTest2,7,0,4,0,0,0,0,112,160,10,29,1660,238,3,1237
6131,fastjson,GameSnapShot,0,0,0,0,0,0,0,25,47,7,11,513,36,2,442
6132,fastjson,PointTest2,4,0,0,0,0,0,0,53,121,10,35,1102,152,3,906
6133,fastjson,JSONReader_string_1,1,0,0,0,0,0,0,10,21,9,11,173,25,3,205
6134,fastjson,Limit,0,0,0,0,0,0,0,18,40,7,11,358,30,2,320
6135,fastjson,PublicFieldFloatTest,1,0,0,0,0,0,1,16,39,9,15,342,47,3,250
6136,fastjson,ShortFieldDeserializerTest,6,0,0,0,0,0,0,47,122,12,28,1348,155,3,1064
6137,joda-beans,TestMetaInvoke,29,0,0,0,0,0,0,175,340,9,66,4296,485,3,2349
6138,joda-beans,TestSerTypeMapper,59,0,0,0,0,0,0,210,684,13,42,6273,832,3,6672
6139,joda-beans,TestFlexiBean,22,0,3,0,0,0,0,171,347,11,58,3037,433,3,2522
6140,joda-beans,TestDeserializer,2,0,2,1,0,0,0,225,441,11,40,4059,597,3,4633
6141,joda-beans,TestOptionalBean,14,0,0,0,0,0,0,57,179,12,37,1396,202,4,1252
6142,joda-beans,TestReflective,20,0,0,0,0,0,0,79,222,13,40,2024,263,3,1543
6143,joda-beans,TestRWOnlyBean,6,0,0,0,0,0,0,35,74,8,21,539,66,4,558
6144,joda-beans,TestSerializeJson,17,0,0,0,0,0,0,632,1707,14,158,15824,2009,3,15795
6145,joda-beans,TestMutableListBeans,4,0,0,0,0,0,0,28,81,9,16,637,88,3,713
6146,joda-beans,TestResult,23,0,2,0,0,0,0,136,352,10,50,2947,428,3,2787
6147,joda-beans,TestFinalFieldBean,47,0,4,0,0,0,0,250,611,10,50,5119,739,3,4220
6148,joda-beans,TestSubBean,1,0,0,0,0,0,0,16,37,8,14,294,45,3,351
6149,joda-beans,TestBeanAssert,10,0,10,0,0,0,0,376,878,10,58,8565,1078,3,7667
6150,joda-beans,TestPerson,94,0,2,0,0,0,0,434,1011,10,96,8580,1253,3,7000
6151,joda-beans,TestSerializeSimpleMap,3,0,0,0,0,0,0,137,422,10,59,3778,512,3,3400
6152,joda-beans,TestBasicBean,19,0,0,0,0,0,0,165,329,8,40,2788,432,3,2175
6153,joda-beans,TestJodaBeanUtils,185,0,0,0,0,0,1,991,2882,10,179,27572,3627,3,20896
6154,joda-beans,TestSerDeserializerProvider,11,0,0,0,0,0,0,54,227,10,44,2540,208,3,1944
6155,joda-beans,TestMetaBean,5,0,0,0,0,0,0,26,84,12,24,703,83,3,710
6156,joda-beans,TestArray,3,0,0,0,0,0,0,34,62,9,13,541,82,3,581
6157,joda-beans,TestSerializeXml,6,0,0,0,0,0,0,328,844,10,97,7398,1036,3,7808
6158,joda-beans,TestCompanyAddress,94,0,2,0,0,0,0,442,999,10,75,8305,1200,3,6800
6159,joda-beans,TestBeanIterator,47,0,0,0,0,0,0,232,568,11,42,4868,700,3,3444
6160,joda-beans,TestAddress,69,0,4,0,0,0,0,399,873,10,77,7517,1069,3,5861
6161,joda-beans,TestPair,10,0,0,0,0,0,0,59,116,8,17,937,139,3,688
6162,joda-beans,TestLight,121,0,3,0,0,0,0,466,1408,16,74,14434,1697,3,9236
6163,joda-beans,TestPropertyStyle,30,0,0,0,0,0,0,95,256,8,20,1821,275,3,1934
6164,joda-beans,TestMinimal,84,0,2,0,0,0,0,327,1060,16,71,10546,1258,3,6825
6165,joda-beans,TestValidateBean,3,1,3,0,0,0,0,169,527,14,55,5085,511,3,4275
