Nº,Project,TestClassName,No. Tests,Vocabulary,Non Whithe Characters,No. Method Invoctions,AST size,Max Depth,Sum Depths,Avg Depth,Branching,Dexterity,No. Expressions,No. Try,No. Catch,No. Loop,No. Conditions,No. Else,Bad API,Junit,Hamcrest,Mockito
14114,commons-math,ZipfDistribution,0,65,9399,40,601,18,2102,3.497504159733777,2.2728785357737107,39,530,0,0,2,15,4,0,0,0,0
14115,commons-math,ChromosomePair,0,12,678,3,26,7,145,5.576923076923077,4.884615384615385,19,37,0,0,0,0,0,0,0,0,0
14116,commons-math,PoissonDistribution,0,88,8473,34,778,19,2268,2.9151670951156814,2.0167095115681235,41,638,0,0,2,14,6,0,0,0,0
14117,commons-math,BOBYQAOptimizer,0,280,54456,721,9954,22,22563,2.266726943942134,1.450070323488045,53,7517,0,0,126,163,33,0,0,0,0
14118,commons-math,MultivariateInterpolator,0,9,961,0,0,5,46,0,0,12,15,0,0,0,0,0,0,0,0,0
14119,commons-math,BicubicSplineInterpolatingFunction,0,65,10981,22,864,15,2855,3.3043981481481484,4.256944444444445,42,1111,0,0,6,14,2,0,0,0,0
14120,commons-math,NullArgumentException,0,9,787,0,9,6,75,8.333333333333334,6.888888888888889,18,18,0,0,0,0,0,0,0,0,0
14121,commons-math,LogitTest,15,72,5789,112,1107,15,2725,2.4616079494128273,1.3125564588979224,42,858,1,2,4,4,4,0,31,0,0
14122,commons-math,Well19937cTest,1,17,11969,2,1674,12,2375,1.418757467144564,313.24133811230587,26,1647,0,0,2,0,0,0,1,0,0
14123,commons-math,MultivariateFunctionPenaltyAdapterTest,5,47,4919,49,795,11,1921,2.4163522012578618,1.441509433962264,31,601,0,0,0,0,0,0,14,0,0
14124,commons-math,SaddlePointExpansion,0,31,3786,16,348,21,1266,3.6379310344827585,2.4511494252873565,30,326,0,0,1,7,7,0,0,0,0
14125,commons-math,LeastSquaresProblem,0,31,3473,0,0,5,121,0,0,14,100,0,0,0,0,0,0,0,0,0
14126,commons-math,DormandPrince853Integrator,0,52,8013,31,296,18,2284,7.716216216216216,6.246621621621622,36,835,0,0,1,1,0,0,0,0,0
14127,commons-math,AggregateSummaryStatistics,0,58,10047,42,485,12,1548,3.191752577319588,2.263917525773196,41,419,0,0,1,8,2,0,0,0,0
14128,commons-math,SubLine,0,85,5795,52,614,13,1787,2.91042345276873,1.3355048859934853,36,484,0,0,1,5,3,0,0,0,0
14129,commons-math,ExponentialDistributionTest,7,49,3059,45,359,9,908,2.5292479108635098,2.0445682451253484,33,313,0,0,0,0,0,6,14,0,0
14130,commons-math,ThreeEighthesStepInterpolatorTest,2,57,1811,26,305,12,735,2.4098360655737703,1.4327868852459016,28,223,0,0,2,1,0,0,3,0,0
14131,commons-math,GeometryExample,0,142,5011,114,961,16,2383,2.4797086368366283,1.3860561914672216,38,694,0,0,6,1,1,0,0,0,0
14132,commons-math,UnivariateStatisticAbstractTest,5,87,5205,55,653,12,1721,2.635528330781011,4.474732006125574,36,594,0,0,4,2,0,0,9,0,0
14133,commons-math,HessenbergTransformer,0,38,4013,14,689,19,1850,2.6850507982583456,0.9840348330914369,35,517,0,0,18,7,0,0,0,0,0
14134,commons-math,EmbeddedRungeKuttaFieldIntegrator,0,118,9336,166,1003,21,3050,3.0408773678963112,1.926221335992024,40,921,0,0,8,8,2,0,0,0,0
14135,commons-math,FieldODEState,0,30,2438,8,138,10,576,4.173913043478261,2.8550724637681157,37,167,0,0,1,1,0,0,0,0,0
14136,commons-math,NotARotationMatrixException,0,7,527,0,4,5,51,12.75,12.25,15,13,0,0,0,0,0,0,0,0,0
14137,commons-math,NoSubSpaceException,0,5,388,0,6,6,45,7.5,7.5,15,9,0,0,0,0,0,0,0,0,0
14138,commons-math,IntDoublePair,0,10,1027,1,28,7,149,5.321428571428571,4.857142857142857,21,35,0,0,0,0,0,0,0,0,0
14139,commons-math,HighamHall54FieldIntegratorTest,0,40,1874,21,120,8,554,4.616666666666666,3.7416666666666667,21,146,0,0,0,0,0,0,0,0,0
14140,commons-math,FastFourierTransformer,0,120,16171,31,1827,16,4829,2.6431308155446085,3.5270935960591134,49,1578,0,0,21,18,5,0,0,0,0
14141,commons-math,AklToussaintHeuristicTest,0,12,391,1,12,7,92,7.666666666666667,4.416666666666667,16,22,0,0,0,0,0,0,0,0,0
14142,commons-math,SimplePointChecker,0,31,3307,8,132,11,426,3.227272727272727,2.037878787878788,39,129,0,0,1,3,0,0,0,0,0
14143,commons-math,ComplexFormatTest,0,7,170,0,8,6,51,6.375,3.875,11,13,0,0,0,0,0,0,0,0,0
14144,commons-math,SpearmansCorrelation,0,58,6111,38,466,14,1426,3.060085836909871,1.4549356223175967,41,388,0,0,5,9,2,0,0,0,0
14145,commons-math,S2Point,0,51,5162,21,247,11,1115,4.51417004048583,4.2631578947368425,37,343,0,0,0,5,0,0,0,0,0
14146,commons-math,MaxCountExceededCallback,0,4,355,0,0,4,20,0,0,12,7,0,0,0,0,0,0,0,0,0
14147,commons-math,UnitSphereRandomVectorGenerator,0,15,1013,2,100,9,297,2.97,1.71,31,77,0,0,2,0,0,0,0,0,0
14148,commons-math,MultivariateDifferentiableMultiStartOptimizer,0,9,979,0,5,5,59,11.8,11,14,19,0,0,0,0,0,0,0,0,0
14149,commons-math,PLYParser,0,89,5511,129,978,26,2785,2.847648261758691,1.6993865030674846,46,854,2,2,5,15,5,0,0,0,0
14150,commons-math,DifferentiableMultivariateVectorFunction,0,12,441,0,0,4,21,0,0,10,20,0,0,0,0,0,0,0,0,0
14151,commons-math,PolynomialFunction,0,71,8816,43,961,14,2649,2.7565036420395423,1.5286160249739855,47,767,0,0,12,18,5,0,0,0,0
14152,commons-math,Euclidean1D,0,15,1405,0,25,7,205,8.2,8.92,19,40,0,0,0,0,0,0,0,0,0
14153,commons-math,NormalApproximationIntervalTest,1,15,510,5,31,7,103,3.3225806451612905,2,18,31,0,0,0,0,0,0,2,0,0
14154,commons-math,GaussianCurveFitter,0,110,9051,54,873,15,2608,2.9873997709049256,1.473081328751432,49,707,3,3,3,18,1,0,0,0,0
14155,commons-math,Beta,0,69,10990,63,1290,25,3792,2.9395348837209303,1.4147286821705427,42,1118,0,0,7,24,15,0,0,0,0
14156,commons-math,Vector2DFormatTest,0,7,172,0,8,6,51,6.375,3.875,11,13,0,0,0,0,0,0,0,0,0
14157,commons-math,SimpleInverseFunction,0,9,372,0,56,10,190,3.392857142857143,1.4107142857142858,23,48,0,0,0,1,0,0,0,0,0
14158,commons-math,EuclideanDoublePoint,0,33,1600,8,129,12,496,3.8449612403100777,2.503875968992248,40,132,0,0,3,1,0,0,0,0,0
14159,commons-math,GraggBulirschStoerStepInterpolator,0,90,8371,17,1221,24,3539,2.8984438984438983,1.248976248976249,38,966,0,0,14,12,4,0,0,0,0
14160,commons-math,BoundaryProjection,0,12,1547,0,28,7,208,7.428571428571429,5.75,22,51,0,0,0,0,0,0,0,0,0
14161,commons-math,RealVectorFormatAbstractTest,30,77,8934,128,1377,10,3328,2.4168482207697894,1.626724763979666,29,1041,1,1,0,0,0,0,37,0,0
14162,commons-math,StepNormalizerOutputTestBase,16,82,7336,91,706,10,2273,3.2195467422096318,2.997167138810198,35,704,0,0,1,0,0,0,1,0,0
14163,commons-math,SobolSequenceGeneratorTest,4,30,1620,18,211,10,618,2.928909952606635,1.5639810426540284,29,196,4,4,2,0,0,0,10,0,0
14164,commons-math,DefaultProcessModel,0,25,3570,0,84,7,453,5.392857142857143,5.619047619047619,23,130,0,0,0,0,0,0,0,0,0
14165,commons-math,SetVisitor,0,9,209,0,16,8,95,5.9375,3.5,16,23,0,0,0,0,0,0,0,0,0
14166,commons-math,HighamHall54Integrator,0,35,3224,4,157,13,789,5.025477707006369,4.1210191082802545,36,281,0,0,2,0,0,0,0,0,0
14167,commons-math,StatUtilsTest,17,102,11719,224,2304,10,4523,1.9631076388888888,1.9097222222222223,35,1741,20,20,3,0,0,3,106,0,0
14168,commons-math,RectangularCholeskyDecomposition,0,43,4078,5,480,18,1204,2.5083333333333333,1.025,34,363,0,0,8,5,1,0,0,0,0
14169,commons-math,PSquareMarkers,0,12,1121,0,0,4,56,0,0,10,16,0,0,0,0,0,0,0,0,0
14170,commons-math,TheoreticalValuesFunction,0,20,1086,8,173,13,496,2.867052023121387,1.2196531791907514,33,123,0,0,4,0,0,0,0,0,0
14171,commons-math,SinCos,0,46,2005,35,374,10,1030,2.7540106951871657,1.8235294117647058,27,313,0,0,0,0,0,0,0,0,0
14172,commons-math,Rosenbrock,0,8,233,0,45,9,153,3.4,1.6666666666666667,20,39,0,0,0,0,0,0,0,0,0
14173,commons-math,GammaDistributionTest,13,134,8717,126,1284,15,3014,2.3473520249221185,2.1370716510903427,43,1021,3,3,2,6,2,1,24,0,0
14174,commons-math,Pow,0,7,152,1,7,6,42,6,5.571428571428571,13,10,0,0,0,0,0,0,0,0,0
14175,commons-math,ArgUtilsTest,1,22,676,16,153,13,398,2.6013071895424837,0.9019607843137255,30,110,0,0,1,0,0,0,2,0,0
14176,commons-math,UniformCrossoverTest,6,47,2618,17,484,12,1347,2.7830578512396693,1.5041322314049588,38,342,0,0,4,2,2,0,4,0,0
14177,commons-math,BicubicSplineInterpolatingFunctionTest,8,93,13122,96,3754,21,8483,2.2597229621736816,1.5370271710175814,37,2486,12,12,51,0,0,0,33,0,0
14178,commons-math,EulerStepInterpolatorTest,5,84,4277,64,872,12,2056,2.3577981651376145,1.5160550458715596,33,657,0,0,5,1,0,0,10,0,0
14179,commons-math,SummaryStatisticsTest,15,101,8871,274,1553,13,3303,2.1268512556342563,2.222794591113973,39,1307,1,1,6,0,0,18,70,0,0
14180,commons-math,MultivariateNormalDistribution,0,68,5460,27,525,12,1384,2.636190476190476,1.6438095238095238,39,395,0,0,10,4,0,0,0,0,0
14181,commons-math,BetaDistribution,0,74,8441,43,773,18,2300,2.975420439844761,2.059508408796895,40,640,0,0,1,16,7,0,0,0,0
14182,commons-math,PopulationSize,0,6,731,0,18,9,98,5.444444444444445,3.8333333333333335,21,19,0,0,0,1,0,0,0,0,0
14183,commons-math,MullerSolverTest,4,35,3304,53,537,10,1155,2.1508379888268156,1.9925512104283054,25,427,2,2,0,0,0,0,10,0,0
14184,commons-math,InconsistentStateAt2PiWrapping,0,14,540,0,5,6,44,8.8,8.8,15,24,0,0,0,0,0,0,0,0,0
14185,commons-math,LinearRank1Function,0,17,596,1,142,13,446,3.140845070422535,1.3098591549295775,27,108,0,0,4,0,0,0,0,0,0
14186,commons-math,TDistribution,0,46,5504,10,267,14,967,3.6217228464419478,2.853932584269663,35,246,0,0,0,6,2,0,0,0,0
14187,commons-math,TriangularDistributionTest,7,39,3278,23,386,10,1032,2.673575129533679,2.383419689119171,31,345,0,0,0,0,0,0,8,0,0
14188,commons-math,FirstOrderConverterTest,4,42,1962,20,284,12,885,3.1161971830985915,1.880281690140845,31,251,0,0,3,1,0,1,4,0,0
14189,commons-math,AbstractRandomGenerator,0,36,6036,13,277,12,931,3.3610108303249095,1.7761732851985559,40,226,0,0,4,5,0,0,0,0,0
14190,commons-math,MultivariateNormalDistributionTest,5,49,2841,20,637,12,1423,2.2339089481946623,1.1051805337519622,29,408,0,0,11,0,0,0,6,0,0
14191,commons-math,NormalDistribution,0,63,6662,13,287,11,1081,3.7665505226480835,4.2439024390243905,35,302,0,0,0,4,0,0,0,0,0
14192,commons-math,AbstractParameterizable,0,16,1220,4,72,9,324,4.5,2.4722222222222223,26,66,0,0,2,2,0,0,0,0,0
14193,commons-math,DSCompilerTest,7,63,19144,457,2683,19,5291,1.9720462169213566,3.4036526276556094,39,2336,0,0,17,10,2,0,7,0,0
14194,commons-math,AbstractUnivariateStatisticTest,2,20,1876,26,245,11,650,2.6530612244897958,1.7836734693877552,32,208,8,8,2,0,0,0,13,0,0
14195,commons-math,SingletonIterator,0,9,772,0,30,9,177,5.9,4.1,25,26,0,0,0,1,1,0,0,0,0
14196,commons-math,UnivariateFunctionDifferentiator,0,5,386,0,0,5,24,0,0,9,8,0,0,0,0,0,0,0,0,0
14197,commons-math,BiQuadratic,0,18,985,4,152,10,522,3.4342105263157894,2.3223684210526314,26,138,0,0,0,0,0,0,4,0,0
14198,commons-math,StorelessCovarianceTest,6,53,6628,35,593,12,1764,2.9747048903878586,60.68465430016863,33,850,0,0,10,0,0,0,6,0,0
14199,commons-math,LineSearchFunction,0,13,880,2,83,10,239,2.8795180722891565,1.4096385542168675,29,62,0,0,2,0,0,0,0,0,0
14200,commons-math,UnmodifiableOpenMapRealVectorTest,0,15,581,3,40,11,144,3.6,1.825,24,39,0,0,1,1,0,0,0,0,0
14201,commons-math,FDistribution,0,54,7512,12,332,13,1142,3.4397590361445785,2.9849397590361444,34,302,0,0,0,6,1,0,0,0,0
14202,commons-math,ContinuedFraction,0,34,3782,12,229,11,615,2.685589519650655,2.519650655021834,28,196,0,0,1,7,0,0,0,0,0
14203,commons-math,AdamsMoultonIntegrator,0,112,11647,53,737,16,1843,2.5006784260515604,2.0705563093622796,42,580,0,0,5,6,1,0,0,0,0
14204,commons-math,Array2DRowRealMatrixTest,39,236,29970,447,5145,15,12790,2.4859086491739553,2.4954324586977648,43,4177,48,58,19,27,2,7,166,0,0
14205,commons-math,DiagonalMatrixTest,29,92,8253,129,1802,14,4221,2.3423973362930077,1.409544950055494,39,1296,0,0,18,6,6,2,39,0,0
14206,commons-math,BlockFieldMatrixTest,46,238,38210,550,7262,17,20282,2.792894519416139,1.9662627375378683,45,5997,44,54,53,26,11,7,181,0,0
14207,commons-math,Vector3DTest,33,141,11211,269,2396,11,5491,2.291736227045075,1.4695325542570952,34,2043,3,3,2,0,0,9,83,0,0
14208,commons-math,Evaluation,0,22,2287,0,0,4,65,0,0,13,66,0,0,0,0,0,0,0,0,0
14209,commons-math,RandomStraightLinePointGenerator,0,30,1606,3,120,10,400,3.3333333333333335,2.216666666666667,30,109,0,0,1,0,0,0,0,0,0
14210,commons-math,StorelessUnivariateStatistic,0,13,1719,0,0,5,88,0,0,15,27,0,0,0,0,0,0,0,0,0
14211,commons-math,RandomDataGenerator,0,172,20735,100,1130,17,3465,3.066371681415929,2.38141592920354,48,1018,1,1,8,24,4,0,0,0,0
14212,commons-math,BracketedRealFieldUnivariateSolver,0,26,3950,0,0,6,162,0,0,15,100,0,0,0,0,0,0,0,0,0
14213,commons-math,UnivariateMultiStartOptimizer,0,51,4471,12,284,16,1038,3.6549295774647885,2.397887323943662,44,268,1,1,1,6,1,0,0,0,0
14214,commons-math,OpenIntToDoubleHashMap,0,81,10791,40,1099,13,3132,2.8498635122838945,2.443130118289354,42,837,2,2,7,29,3,0,0,0,0
14215,commons-math,SubIntervalsIterator,0,26,1351,15,205,13,629,3.0682926829268293,1.0682926829268293,32,142,0,0,2,6,4,0,0,0,0
14216,commons-math,DifferentiableUnivariateSolver,0,5,300,0,0,4,19,0,0,9,6,0,0,0,0,0,0,0,0,0
14217,commons-math,StreamDataAdapter,0,23,884,10,107,10,309,2.8878504672897196,1.4485981308411215,25,89,0,0,2,0,0,0,0,0,0
14218,commons-math,RandomCharacterMutation,0,22,651,8,88,11,247,2.8068181818181817,1,23,62,0,0,0,1,0,0,0,0,0
14219,commons-math,BlockRealMatrixTest,48,247,31249,527,6123,16,15275,2.494692144373673,2.3493385595296425,42,4939,44,52,54,24,11,7,165,0,0
14220,commons-math,PolynomialFunctionNewtonForm,0,45,5195,18,441,13,1212,2.748299319727891,1.873015873015873,38,387,0,0,5,3,0,0,0,0,0
14221,commons-math,DummyBinaryChromosome,0,10,468,0,15,7,128,8.533333333333333,4.6,19,24,0,0,0,0,0,0,0,0,0
14222,commons-math,KolmogorovSmirnovDistributionTest,1,10,1923,24,222,8,461,2.0765765765765765,2.490990990990991,20,191,0,0,0,0,0,0,12,0,0
14223,commons-math,MultipleLinearRegressionAbstractTest,10,47,2601,48,350,9,921,2.6314285714285712,2.357142857142857,30,294,0,0,0,1,0,0,8,0,0
14224,commons-math,ChengBetaSampler,0,36,2805,28,473,17,1252,2.6469344608879495,1.3128964059196617,28,364,0,0,1,8,2,0,0,0,0
14225,commons-math,ModelFunction,0,13,596,0,8,6,69,8.625,7.5,17,27,0,0,0,0,0,0,0,0,0
14226,commons-math,NodesSet,0,15,700,3,57,10,299,5.245614035087719,2.4210526315789473,23,56,0,0,2,1,0,0,0,0,0
14227,commons-math,ValueServerTest,9,76,5050,96,764,10,1761,2.304973821989529,1.7041884816753927,36,618,4,4,7,0,0,2,22,0,0
14228,commons-math,BinomialConfidenceIntervalAbstractTest,5,20,1438,7,57,7,324,5.684210526315789,5.12280701754386,23,89,0,0,0,0,0,0,0,0,0
14229,commons-math,PearsonsCorrelation,0,64,9435,36,576,19,1683,2.921875,1.3611111111111112,38,484,0,0,9,5,3,0,0,0,0
14230,commons-math,LeastSquaresConverter,0,21,5123,9,254,12,747,2.940944881889764,1.4960629921259843,36,229,0,0,4,5,2,0,0,0,0
14231,commons-math,Decimal64Test,8,40,12530,266,2240,10,4628,2.0660714285714286,4.430803571428571,23,1967,0,0,0,0,0,0,133,0,0
14232,commons-math,OverlappingEventsTest,2,60,3429,15,304,11,965,3.174342105263158,3.4407894736842106,41,343,0,0,3,2,0,0,4,0,0
14233,commons-math,Euclidean3D,0,12,835,1,19,7,148,7.7894736842105265,8.526315789473685,17,28,0,0,0,0,0,0,0,0,0
14234,commons-math,ClassicalRungeKuttaStepInterpolator,0,35,3257,0,366,15,1002,2.737704918032787,1.0136612021857923,32,282,0,0,2,1,1,0,0,0,0
14235,commons-math,MultidimensionalCounterTest,7,46,3528,51,717,12,1554,2.1673640167364017,1.4295676429567643,39,514,10,10,6,2,0,0,22,0,0
14236,commons-math,SingularOperatorException,0,5,346,0,5,6,47,9.4,7.6,16,9,0,0,0,0,0,0,0,0,0
14237,commons-math,OneWayAnova,0,61,9885,20,410,14,1223,2.9829268292682927,2.0170731707317073,35,402,0,0,4,4,0,0,0,0,0
14238,commons-math,FunctionUtils,0,75,17281,92,2458,24,7051,2.868592351505289,1.2864117168429618,39,1536,0,0,34,10,1,0,0,0,0
14239,commons-math,GaussNewtonOptimizerWithQRTest,4,35,1470,15,154,14,480,3.116883116883117,1.603896103896104,28,122,4,5,0,0,0,0,4,0,0
14240,commons-math,DividedDifferenceInterpolatorTest,3,39,2866,32,536,13,1240,2.3134328358208953,1.787313432835821,37,395,1,1,3,1,0,0,6,0,0
14241,commons-math,Cannonball,0,30,1277,7,199,10,617,3.100502512562814,1.8542713567839195,31,169,0,0,2,1,0,0,0,0,0
14242,commons-math,UnweightedEvaluation,0,15,880,2,35,7,191,5.457142857142857,5.2,19,52,0,0,0,0,0,0,0,0,0
14243,commons-math,BracketFinder,0,60,3801,18,551,18,1567,2.8439201451905625,1.894736842105263,36,466,1,1,1,10,4,0,0,0,0
14244,commons-math,Euclidean2D,0,12,833,1,19,7,148,7.7894736842105265,8.526315789473685,17,28,0,0,0,0,0,0,0,0,0
14245,commons-math,KohonenUpdateActionTest,1,45,1406,19,263,10,541,2.0570342205323193,1.726235741444867,31,171,0,0,3,0,0,0,4,0,0
14246,commons-math,Logistic,0,47,4912,23,368,15,1138,3.092391304347826,2.7255434782608696,37,353,0,0,0,4,0,0,0,0,0
14247,commons-math,SplitSubHyperplane,0,16,1585,3,68,10,304,4.470588235294118,2.073529411764706,27,90,0,0,0,3,3,0,0,0,0
14248,commons-math,DormandPrince54StepInterpolatorTest,3,84,3597,52,603,20,1418,2.351575456053068,1.4411276948590381,30,421,0,0,4,1,0,0,8,0,0
14249,commons-math,MultivariateDifferentiableOptimizer,0,7,491,0,0,4,19,0,0,9,9,0,0,0,0,0,0,0,0,0
14250,commons-math,Gaussian,0,50,4751,14,466,18,1413,3.032188841201717,1.8240343347639485,40,408,0,0,2,8,2,0,0,0,0
14251,commons-math,PointVectorValuePairTest,1,14,574,15,126,10,288,2.2857142857142856,0.9285714285714286,25,103,0,0,2,0,0,0,4,0,0
14252,commons-math,OpenMapRealMatrix,0,67,6897,65,719,16,2017,2.8052851182197496,2.0027816411682893,36,600,2,2,6,6,4,0,0,0,0
14253,commons-math,OpenIntToFieldTest,17,90,8120,215,1514,11,3676,2.428005284015852,1.299207397622193,38,1137,3,3,15,2,0,8,41,0,0
14254,commons-math,SecondMoment,0,24,2113,4,101,10,383,3.792079207920792,2.9207920792079207,30,107,0,0,0,1,0,0,0,0,0
14255,commons-math,PollardRho,0,38,2381,18,389,17,970,2.493573264781491,1.0976863753213368,33,261,0,0,3,7,1,0,0,0,0
14256,commons-math,AbstractFieldStepInterpolator,0,45,4795,10,112,9,752,6.714285714285714,6.178571428571429,24,214,0,0,0,0,0,0,0,0,0
14257,commons-math,NonMonotonicSequenceExceptionTest,1,18,731,20,119,9,262,2.2016806722689077,1.4453781512605042,22,107,0,0,0,0,0,2,10,0,0
14258,commons-math,LocalMaxCountExceededException,0,7,512,0,8,6,79,9.875,10.25,17,16,0,0,0,0,0,0,0,0,0
14259,commons-math,Sphere2D,0,12,1053,1,19,7,148,7.7894736842105265,8.526315789473685,17,28,0,0,0,0,0,0,0,0,0
14260,commons-math,FacetData,0,4,521,0,19,7,104,5.473684210526316,4.894736842105263,17,23,0,0,0,0,0,0,0,0,0
14261,commons-math,SparseFieldVectorTest,17,162,20740,233,3879,15,9075,2.3395204949729314,1.54292343387471,39,2669,21,21,11,2,0,1,94,0,0
14262,commons-math,MixtureMultivariateRealDistribution,0,46,3077,30,383,12,1102,2.877284595300261,1.2637075718015667,41,298,0,0,6,5,0,0,0,0,0
14263,commons-math,FacetsContributionVisitor,0,44,1527,23,197,12,616,3.1269035532994924,1.2588832487309645,30,153,0,0,0,4,1,0,0,0,0
14264,commons-math,SubCircleTest,4,80,4298,122,880,13,1917,2.1784090909090907,1.7784090909090908,26,726,0,0,1,0,0,2,31,0,0
14265,commons-math,RiddersSolverTest,4,31,3042,52,525,10,1128,2.1485714285714286,2.020952380952381,25,418,2,2,0,0,0,0,10,0,0
14266,commons-math,EuclideanDistanceTest,2,15,467,7,88,8,214,2.4318181818181817,1.7386363636363635,22,73,0,0,0,0,0,0,3,0,0
14267,commons-math,RandomPivotingStrategy,0,14,877,2,27,8,149,5.518518518518518,5.2592592592592595,23,39,0,0,0,0,0,0,0,0,0
14268,commons-math,Sphere1D,0,15,1603,0,25,7,201,8.04,8.92,18,39,0,0,0,0,0,0,0,0,0
14269,commons-math,Inverse,0,13,499,3,18,7,103,5.722222222222222,4.611111111111111,19,27,0,0,0,0,0,0,0,0,0
14270,commons-math,FractionTest,26,104,15869,369,3628,11,7966,2.195700110253583,1.9128996692392504,34,2833,23,23,1,0,0,10,105,0,0
14271,commons-math,KalmanFilterTest,5,112,8138,103,1721,12,3928,2.282393957001743,1.4613596746077862,40,1219,0,0,8,1,0,0,18,0,0
14272,commons-math,AdamsNordsieckFieldTransformer,0,87,10320,47,892,16,2566,2.876681614349776,1.251121076233184,44,690,0,0,10,4,0,0,0,0,0
14273,commons-math,GillIntegrator,0,14,1142,6,10,10,280,28,15.9,24,95,0,0,0,0,0,0,0,0,0
14274,commons-math,Log,0,14,509,4,19,7,104,5.473684210526316,4.473684210526316,17,28,0,0,0,0,0,0,0,0,0
14275,commons-math,TricubicFunction,0,23,1138,0,254,18,749,2.9488188976377954,1.531496062992126,31,189,0,0,6,3,0,0,0,0,0
14276,commons-math,LutherIntegrator,0,15,2026,1,10,10,537,53.7,28.3,24,214,0,0,0,0,0,0,0,0,0
14277,commons-math,BicubicSplineFunction,0,31,3864,6,767,15,1858,2.422425032594524,1.4863102998696218,36,463,0,0,6,3,1,0,0,0,0
14278,commons-math,Logit,0,38,3632,12,319,12,980,3.072100313479624,1.8213166144200628,40,292,0,0,2,6,1,0,0,0,0
14279,commons-math,MultiStartMultivariateOptimizer,0,34,1833,10,125,15,492,3.936,2.264,36,116,0,0,0,2,1,0,0,0,0
14280,commons-math,IntervalTest,5,33,2050,49,354,10,760,2.146892655367232,1.3898305084745763,23,323,0,0,1,0,0,0,23,0,0
14281,commons-math,ParameterValidator,0,4,222,0,0,5,24,0,0,9,6,0,0,0,0,0,0,0,0,0
14282,commons-math,SpearmansRankCorrelationTest,9,58,4212,33,598,10,1300,2.1739130434782608,3.6337792642140467,32,442,2,2,1,0,0,0,9,0,0
14283,commons-math,Sphere1Test,3,19,392,8,46,8,171,3.717391304347826,1.5,19,48,0,0,0,0,0,1,2,0,0
14284,commons-math,MultivariateVectorOptimizer,0,35,2914,9,118,14,541,4.584745762711864,2.8135593220338984,36,128,0,0,1,4,0,0,0,0,0
14285,commons-math,TriangularDistribution,0,39,5072,5,425,13,1324,3.1152941176470588,1.9129411764705881,33,376,0,0,0,15,0,0,0,0,0
14286,commons-math,DormandPrince54Integrator,0,38,4008,4,170,16,922,5.423529411764706,4.605882352941176,35,307,0,0,1,0,0,0,0,0,0
14287,commons-math,ThreeEighthesFieldStepInterpolatorTest,3,31,1132,7,56,8,348,6.214285714285714,4.410714285714286,18,87,0,0,0,0,0,0,0,0,0
14288,commons-math,ManhattanDistance,0,9,354,1,7,6,69,9.857142857142858,9.857142857142858,19,14,0,0,0,0,0,0,0,0,0
14289,commons-math,SparseGradientTest,70,258,33576,975,7319,23,16193,2.212460718677415,1.6586965432436125,34,6023,0,0,73,3,2,1,171,0,0
14290,commons-math,DifferenceMerger,0,36,1238,11,141,10,501,3.5531914893617023,1.9716312056737588,28,137,0,0,0,1,0,0,0,0,0
14291,commons-math,ChineseRings,0,33,1945,10,281,12,687,2.4448398576512456,1.2811387900355873,30,202,0,0,4,0,0,0,0,0,0
14292,commons-math,PolynomialsUtils,0,77,9269,54,905,18,3016,3.3325966850828728,1.805524861878453,44,786,0,0,8,3,0,0,0,0,0
14293,commons-math,ChebyshevDistance,0,9,362,1,7,6,69,9.857142857142858,9.857142857142858,19,14,0,0,0,0,0,0,0,0,0
14294,commons-math,IntegerDistributionAbstractTest,7,82,10593,51,647,13,1991,3.0772797527047913,3.5857805255023183,40,530,3,3,8,2,0,0,12,0,0
